candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_remarks,state,year,winner,so_do,age,address,profession,spouse_profession,party_eci
MANISH KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1646,Kanti,IND,0,12th Pass,6000,0,6000,56,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Mahabir Paswan,32,"Village. Kanti Kasba, Post. Kanti, Dist. Muzaffarpur",,,Independent
MANJEET KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=160,Baikunthpur,JD(U),1,Graduate,455860,0,455860,26,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Brij Kishor Narayan,32,"Devapur, Gopalganj",,,Janata Dal (United)
MANJU DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=1502,Korha,IND,0,12th Pass,834000,0,834000,140,SC,NA,NA,,false,false,Female,,,,,,Bihar,2005,false,Brahadeo Harijan,38,"Lal Kothi Road, PO. P.S. & Dist. Katihar",,,Independent
MANJUR KHAN,http://myneta.info/bih2005/candidate.php?candidate_id=667,Katoria,BSP,2,Not Given,875682,0,875682,158,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Shri Rahman Khan,40,"Vill+P.O.-Baliyash,Dhoraiya,Banka",,,Bahujan Samaj Party
MANOHAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1442,Jamui,SAP,0,8th Pass,206700,0,206700,170,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Bholi Singh,43,"Purna Khaira, Po.and PS.Khaira, Dist.Jamui",,,Samata Partu
MANOJ  KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1441,Jamui,IND,0,Post Graduate,1057000,700000,357000,170,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Nawal Kishor Prasad,39,Srichand Nawada Po.and PS.Jamui,,,Independent
MANOJ DAS,http://myneta.info/bih2005/candidate.php?candidate_id=1689,Sakra,IND,0,Literate,0,0,0,58,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Jai Govind Das,27,Kedohpur P.S.Sakra Dist.Muzaffarpur,,,Independent
MANOJ KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1766,Barh,LD,0,Graduate,16202,8500,7702,184,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Jogendra Singh,34,"Barhma, Mirzapur Barh,Patna",,,Lok Dal
MANOJ KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1316,Madhuban,IND,0,Graduate,411000,47000,364000,16,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Kishun Lal Sah,33,"Gr.and Po.Pakri Dayal, Thana Pakhari Dayal, Dist.East Champaran",,,Independent
MANOJ KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1406,Bhore,SP,0,10th Pass,482000,0,482000,22,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Vishwanath Paswan,31,Vill. & Po. Bathuya Bazar,,,Samajwadi Party
MANOJ KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1186,Arrah,IND,0,12th Pass,1004,0,1004,198,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Bishwanath Prasad,34,"Mohalla Mahavir Tola Ara, P.S. Ara Nawada, Bhojpur",,,Independent
MANOJ KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1364,Bodh Gaya,IJP,0,Graduate,200000,0,200000,235,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Jagdish Paswan,28,"Stalin Nagar, Thana Charki, Dist.Gaya",,,Indian Justice Party
MANOJ KUMAR JHA,http://myneta.info/bih2005/candidate.php?candidate_id=1257,Darbhanga,IND,0,Post Graduate,427057,0,427057,89,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Indra Deo Jha,35,Moh.Laxmipur (Baban Bigha) Darbhanga,,,Independent
MANOJ KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=267,Kurhani,JD(U),4,12th Pass,13924,82440,-68516,57,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,true,BARHAMS NAND SINGH,32,"PO. PADWA, DIST. MUZAFFARPUR",,,Janata Dal (United)
MANOJ KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=629,Dhaka,RJD,1,Graduate,3094667,387289,2707378,14,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Gautam Singh,35,"VILLAGE.- BAD KA BALUA, Dhaka , District - East Champaran",,,Rashtriya Janata Dal
MANOJ KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1552,Surajgarha,IND,0,12th Pass,37600,0,37600,169,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Kapildev Singh,34,"Gram.Post.Piri Bazar ,Station -Piri Bazar ,Jilla -Lakhisaria",,,Independent
MANOJ KUMAR TIWARY,http://myneta.info/bih2005/candidate.php?candidate_id=942,Jalalpur,LJP,1,Graduate,2170704,600000,1570704,40,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Sudam Tewary,30,"VILLAGE.-KUMANA, POST-KUMANA, THANA-KOPA, DISTT.-CHHAPRA",,,Lok Janshakti Party
MANOJ PARASHAR,http://myneta.info/bih2005/candidate.php?candidate_id=1496,Katihar,IND,0,Post Graduate,257000,250000,7000,142,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Indra Narayan Singh,40,"Laliyahi, 12/1002, Katihar, Bihar",,,Independent
MANOJ PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1612,Jamalpur,IND,0,10th Pass,66500,0,66500,168,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Hiyalal Paswan,30,"Kumarpur Post.P.S.Bariapur ,Dist.Munger",,,Independent
MANOJ PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1289,Adapur,IND,0,Graduate,178100,0,178100,13,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Surya Narayan Paswan,34,Kanuniya Thana Adapur,,,Independent
MANOJ SHUKLA,http://myneta.info/bih2005/candidate.php?candidate_id=848,Hajipur,LJP,2,Graduate,782825,12318,770507,45,GEN,NA,NA,,true,true,Male,,,,,,Bihar,2005,false,Umashankar  Shukla,34,"Village + P.O. - Jalalpur, District - Vaishali",,,Lok Janshakti Party
MANOJ SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1547,Lakhisarai,IND,0,5th Pass,250000,0,250000,172,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Chandrka Singh,35,Village Paharpur Po.Dariyapur P.S. Bartiya Dist.Lakhisaria,,,Independent
MANOJ UPADHYAY,http://myneta.info/bih2005/candidate.php?candidate_id=2010,Sheohar,IND,2,12th Pass,20000,0,20000,66,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Siyadhanand Upadhyay,35,"Gr.and Po.Mahuariya, Thana and Dist.Sheohar",,,Independent
MANOJ YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=38,Katoria,BJP,1,12th Pass,1641694,363578,1278116,158,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,JANARDHAN YADAV,29,DIST BANKA,,,Bharatiya Janata Party
MANORANJAN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=401,Baniapur,JD(U),29,8th Pass,5236272,214000,5022272,36,GEN,NA,NA,,true,true,Male,,,,,,Bihar,2005,true,BACHHA SINGH,43,VILL BHAJANNA PO NAYA CHAPRA PS MANJHI DIST SARAN,,,Janata Dal (United)
MANORANJAN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1556,Alamnagar,CPM,0,Literate,195000,35000,160000,123,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Hardeo Singh,50,"Vill.and Po.Auray, PS.Puraini, Dist.Madhepura",,,Communist Party of India (Marxist)
Manorma Prasad,http://myneta.info/bih2005/candidate.php?candidate_id=964,Nautan : Bye-election on 15-09-2009,JD(U),0,Doctorate,9870585,0,9870585,9,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Hariday Narain Prasad,62,"Ujjan Tola, P.O/P.S. Betlirh, Dist. W.Champaran",,,Janata Dal (United)
MANSOOR ALAM,http://myneta.info/bih2005/candidate.php?candidate_id=1531,Bahadurganj,IND,0,10th Pass,495000,0,495000,133,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Jainuddin,37,"Gram-Chandargaon Post.Locha,Station Bahadurganj ,Jilla ,Kishanganj",,,Independent
MANSUR ALAM,http://myneta.info/bih2005/candidate.php?candidate_id=1491,Kadwa,IND,0,8th Pass,0,0,0,143,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Shafiqur Rahman,50,"Vill. Dhaparsia, PO. Dhaparsia, P.S. Kadwa Panchyat, Dhaparsia Anumandal Dist. Katihar",,,Independent
MASHAROOR AHAMAD,http://myneta.info/bih2005/candidate.php?candidate_id=499,Arwal,RJD,0,Post Graduate,485912,0,485912,224,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Zubair Ahmed,43,District - Arwal,,,Rashtriya Janata Dal
MAUJE LAL RAM,http://myneta.info/bih2005/candidate.php?candidate_id=2021,Bathnaha,IND,0,Literate,65000,0,65000,68,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,RAM PRASAD RAM,49,"Vill. PO. & P.S. Roga, Dist. Sitamarhi",,,Independent
MAULANA NURUDDIN ANSARI,http://myneta.info/bih2005/candidate.php?candidate_id=553,Basantpur,LJP,0,Not Given,100257,0,100257,27,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Sharfuddin Ansari,48,"Basantpur , District - Siwan",,,Lok Janshakti Party
MAYA SHANKER SHARAN,http://myneta.info/bih2005/candidate.php?candidate_id=2057,Sursand,IND,0,Literate,0,50000,-50000,71,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Ram Bahadur Sharan,42,"Kumma, PS. Sursand, Dist. Sitamarhi",,,Independent
MAYA YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1142,Balia,IND,0,Graduate,515000,0,515000,103,GEN,NA,NA,,false,false,Female,,,,,,Bihar,2005,false,Arvind Kumar Yadav,36,"Gr.Fulbadiya, Thana Balia, Dist.Begusarai",,,Independent
MD IMRAN ALI,http://myneta.info/bih2005/candidate.php?candidate_id=1475,Barsoi,SJP(R),0,Literate,0,0,0,144,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Late Kafiluddin Shaikh,45,"Vill Jiyar, Po Chhaghara, P.S. Awarpur, Dist. Katihar",,,Samajwadi Janata Party (Rashtriya)
MD SAGHIR AHMAD,http://myneta.info/bih2005/candidate.php?candidate_id=1627,Aurai,IND,0,10th Pass,177000,0,177000,62,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Md.Basir Ahmad,68,"Vill.Mahuara (Bahuara) P.S.Aurai ,Dist.Muzaffarpur",,,Independent
MD. AFAK ALAM,http://myneta.info/bih2005/candidate.php?candidate_id=340,Kasba,RJD,0,Post Graduate,1105000,0,1105000,138,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,NAIMUDDIN,42,VILL JIYANGANJ PO MATKOPA PS KASBA DIST PURNIA,,,Rashtriya Janata Dal
MD. AFATAB ALAM,http://myneta.info/bih2005/candidate.php?candidate_id=1248,Baheri,IND,2,12th Pass,216500,15000,201500,87,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Ajij Ansari,34,"Laxmipur Post Jerapa Baheri ,Darbanga",,,Independent
MD. AHMAR HASSAN,http://myneta.info/bih2005/candidate.php?candidate_id=244,Bisfi,INC,3,Graduate,1061709,0,1061709,74,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,MD. AKTAR HASSAIN,48,MADHUWANI,,,Indian National Congress
MD. AKBER IMAM,http://myneta.info/bih2005/candidate.php?candidate_id=164,Jahanabad,JD(U),0,Graduate,5239174,154659,5084515,227,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Late Hasan Imam,50,"VILLAGE, POST, P.S.-KAKO,DISTT.- JAHANABAD",,,Janata Dal (United)
MD. AMJAD,http://myneta.info/bih2005/candidate.php?candidate_id=132,Belaganj,JD(U),4,10th Pass,1262786,0,1262786,229,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,MD. ABULAISH,34,"P.S. BELGANJ, DIST GAYA",,,Janata Dal (United)
MD. AYYUB,http://myneta.info/bih2005/candidate.php?candidate_id=1373,Gaya Mufassil,SP,1,Literate,753000,0,753000,231,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Abdul Kayum,31,"Lakhno, Chankand, Gaya",,,Samajwadi Party
MD. AZAD,http://myneta.info/bih2005/candidate.php?candidate_id=1082,Aurangabad,IND,0,10th Pass,74300,10000,64300,220,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Fajloo Rahman,37,"Village Madanpur, Thana Madanpur, Dist.Aurangabad",,,Independent
MD. EKRAMUDIN,http://myneta.info/bih2005/candidate.php?candidate_id=1356,Belaganj,IND,0,Post Graduate,409000,0,409000,229,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,A.Gafar,51,"Gr.Maluva, Thana Belaganj, Dist.Gaya",,,Independent
MD. FIROJ ALAM,http://myneta.info/bih2005/candidate.php?candidate_id=1320,Madhuban,IND,0,10th Pass,667000,0,667000,16,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Zikruhallah Reja,31,"Gr.and Po.and Thana Fainhara, Dist.East Champaran",,,Independent
MD. ILYAS HUSSAIN,http://myneta.info/bih2005/candidate.php?candidate_id=356,Dehri,RJD,10,Not Given,11425159,26474858,-15049699,217,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Md. Faruque Hussain,60,"Village + P.O. Munji, P.S. Karakat, Distt. Rohtas",,,Rashtriya Janata Dal
MD. ISAMAIL AZAD,http://myneta.info/bih2005/candidate.php?candidate_id=1057,Sikti,IND,0,Graduate,356000,0,356000,131,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Mangalu Ali,48,Khaniabad Lalganj,,,Independent
MD. ISLAM,http://myneta.info/bih2005/candidate.php?candidate_id=1574,Singheshwar,IND,0,Graduate,10000,0,10000,116,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Halim Miya,44,"Gr.Kajra, Po.Gidht, Dist.Singheshwar",,,Independent
MD. ISRAIL RAYEEN,http://myneta.info/bih2005/candidate.php?candidate_id=448,Supaul,RJD,0,5th Pass,324219,2097090,-1772871,112,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,BENGALI RAYEER,53,"MADANINAGAR ISLAMINYE, SAHARSA",,,Rashtriya Janata Dal
MD. IZHAR ASFI,http://myneta.info/bih2005/candidate.php?candidate_id=1533,Kishanganj,SP,0,10th Pass,832500,0,832500,122,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Shahruddin,40,"Gram.Raju Malla,Post.Datanganj,Dist.Kishanganj",,,Samajwadi Party
MD. JUBER ALAM,http://myneta.info/bih2005/candidate.php?candidate_id=1859,Kasba,SP,0,Literate,36000,0,36000,138,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Md. Khalil,42,"Vill Bhokraha, PO. Khemchand, P.S. K.Nagar, Dsit.Purnea.",,,Samajwadi Party
MD. KAMALUDDIN,http://myneta.info/bih2005/candidate.php?candidate_id=2124,Supaul,JHP,0,Post Graduate,0,4219,-4219,112,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Modi Mian,63,"Ward No.11, Supaul Nagar, Parihad",,,Jai Hind Party
MD. KHALIL ANSARI,http://myneta.info/bih2005/candidate.php?candidate_id=416,Sitamarhi,INC,0,12th Pass,768274,12188,756086,67,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Late MD. JAAN ANSAARI,68,DIST. SITAMARHI,,,Indian National Congress
MD. MAINUDDIN ANSARI,http://myneta.info/bih2005/candidate.php?candidate_id=1256,Darbhanga,IND,0,10th Pass,1472,36000,-34528,89,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Ashraf Ansari,65,Razhaganj Polal Garden Darbhanga,,,Independent
MD. MANJAR ALAM,http://myneta.info/bih2005/candidate.php?candidate_id=1541,Thakurganj,RPI,0,10th Pass,250000,0,250000,134,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Jagirul Hussain,31,Gram.Kusiyadi Post Potiya Janpad Station Jilla.Kishanganj,,,Republican Party of India
MD. MAZHRUL HAQUE SHER,http://myneta.info/bih2005/candidate.php?candidate_id=1486,Kadwa,IND,1,10th Pass,1070500,58741,1011759,143,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Nazibulla,50,"Vill. Dokhra, Post Sonaili, P.S. Kadwa, Dist. Katihar",,,Independent
MD. MIR HASIM,http://myneta.info/bih2005/candidate.php?candidate_id=915,Saharsa,LJP,0,Literate,4368822,1586560,2782262,117,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Mazhar Ali,44,"Village -Saharsa, Ward no. 27, District - Saharsa",,,Lok Janshakti Party
MD. MOEN ANSARI,http://myneta.info/bih2005/candidate.php?candidate_id=1132,Bachwara,IJP,0,10th Pass,47000,0,47000,107,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Mobin Ansari,42,"Sarainoor Nagar, Po.Naipur, Dist.Begusarai",,,Indian Justice Party
MD. MUSTAQUE MUNNA,http://myneta.info/bih2005/candidate.php?candidate_id=763,Kishanganj,LJP,1,Not Given,1784200,158947,1625253,122,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Late. Md. Sidigm,52,Kishanganj,,,Lok Janshakti Party
MD. NAIMUDDIN,http://myneta.info/bih2005/candidate.php?candidate_id=1389,Gurua,IND,0,10th Pass,20000,0,20000,234,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Abdul Masjid,NaN,"Gr.Sihuli, Po.Darioura, Thana Aamas, Dist.Gaya",,,Independent
MD. NAZIR,http://myneta.info/bih2005/candidate.php?candidate_id=1111,Rafiganj,IND,3,Literate,1530600,0,1530600,221,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Abdul Razzak,49,"(Laveawar Naterord), Ward No.10, P.S.Rafiganj, Dist.Aurangabad",,,Independent
MD. NEMTULLAH,http://myneta.info/bih2005/candidate.php?candidate_id=158,Barauli,RJD,1,Graduate Professional,2685000,0,2685000,25,GEN,NA,NA,,true,true,Male,,,,,,Bihar,2005,false,Habibullah,51,"VILLAGE.- AKHAMBA, POST.- KOIRIMALA, DISTT.-SIVAN",,,Rashtriya Janata Dal
MD. NISHAR AHMED,http://myneta.info/bih2005/candidate.php?candidate_id=1725,Gobindpur,IND,0,Literate,11000,0,11000,241,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Abdul Ahmed,51,Gr.Rona Road,,,Independent
MD. NOMAN RAHMANI,http://myneta.info/bih2005/candidate.php?candidate_id=549,Barsoi,LJP,0,12th Pass,1702000,225000,1477000,144,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Masiuzzama,48,"THANA-BARSOI, District - East Champaran",,,Lok Janshakti Party
MD. PARVEJ ALAM,http://myneta.info/bih2005/candidate.php?candidate_id=770,Singheshwar,LJP,0,Graduate,265000,0,265000,116,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Md. Samsal Hoda,47,"Vill-Jhitkiya,Post-Singheshwar,District - Madhepura",,,Lok Janshakti Party
MD. QURBAN ALI,http://myneta.info/bih2005/candidate.php?candidate_id=1276,Keoti,IND,0,10th Pass,910000,115000,795000,90,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Zafeer,54,"Vill. & Post. Barmaura, P.S. Simari, Dist. Dharbhanga",,,Independent
MD. RAKIB KHAN,http://myneta.info/bih2005/candidate.php?candidate_id=1473,Barsoi,IND,3,12th Pass,20000,0,20000,144,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Rauf Khan,37,"Vill Dalan Alishish Deny, Po. Katihar, Dist. Katihar",,,Independent
MD. SABBIR AHMAD,http://myneta.info/bih2005/candidate.php?candidate_id=1051,Sikti,IND,0,Graduate,567500,0,567500,131,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Dilawar Hussain,51,"Vill.Ramnagar, Tola, Kumhic, PO.Nainha Hut, PS.Palassi, Dist.Araria",,,Independent
MD. SALAHUDIN,http://myneta.info/bih2005/candidate.php?candidate_id=1399,Baikunthpur,IND,0,Literate,5000,0,5000,26,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Nijamuddin Ahmad,38,"Vill & Po. Warhima, Dist. Gopalganj",,,Independent
MD. SAMSU JOHA,http://myneta.info/bih2005/candidate.php?candidate_id=1139,Balia,SP,1,8th Pass,328100,0,328100,103,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Mo.Ashik,59,"Gr.Chati, Balia, Mirvah, Toli, Pathra, Balia, Dist.Begusarai",,,Samajwadi Party
MD. SARFARAJ AHMAD,http://myneta.info/bih2005/candidate.php?candidate_id=1759,Bakhtiarpur,IND,0,12th Pass,340000,0,340000,185,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Md. Jalil Ahmad,34,"Champapur, Bakhtiyarpur, PS.Bakhtiyarpur, Patna",,,Independent
MD. SHAHID HUSSAIN,http://myneta.info/bih2005/candidate.php?candidate_id=1380,Gaya Town,IND,3,10th Pass,35000,0,35000,232,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Abdul Vahid,29,"Bati Road, Kathokar, Civil Line, Gaya",,,Independent
MD. ZEYAUDDIN,http://myneta.info/bih2005/candidate.php?candidate_id=864,Raghopur,LJP,0,10th Pass,1484675,0,1484675,110,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,MD. Mohiuddin,35,HUSAINABAD,,,Lok Janshakti Party
MD. ZIYAUDDIN,http://myneta.info/bih2005/candidate.php?candidate_id=585,Bisfi,LJP,0,10th Pass,613428,61433,551995,74,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Md. Soaibuddin,50,"Village - Balha, District - Madhubani",,,Lok Janshakti Party
MD.MOIN AKHATAR,http://myneta.info/bih2005/candidate.php?candidate_id=1345,Atri,ANC,0,Literate,175000,0,175000,238,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,MD.Daud Miya,38,"Gr.Ghusti, Po.Birnoi, Thana Athri, Gaya",,,Ambedkar National Congress
MD.NWAJ ALAM,http://myneta.info/bih2005/candidate.php?candidate_id=72,Arrah,RJD,0,Post Graduate,933112,317537,615575,198,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Late Vasivddhin,38,"VILLAGE.- DAULATPUR, THANA.- AARA,",,,Rashtriya Janata Dal
MD.RAJJAK,http://myneta.info/bih2005/candidate.php?candidate_id=1511,Pranpur,SP,2,10th Pass,424500,32000,392500,145,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Mohiuddin,36,"Village Marangi, PO.and PS.Mansahi, Dist.Katihar",,,Samajwadi Party
MEENA DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=858,Mahua,LJP,0,10th Pass,422354,0,422354,50,SC,NA,NA,,false,false,Female,,,,,,Bihar,2005,false,Munshi Lal Pashwan,56,"VILLAGE-KUSHARKHAS, POST-MADHOPUR, DISTT.-VAISHALI",,,Lok Janshakti Party
MEENA DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=127,Gobindganj,JD(U),0,5th Pass,932877,0,932877,20,GEN,NA,NA,,false,false,Female,,,,,,Bihar,2005,true,BHUPENDRA NATH DUBE,57,"RIKULIYA, PS. GOVINDGANJ, DIST. EAST CHAMPARAN",,,Janata Dal (United)
MEERA DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=921,Sonbarsa,BSP,0,5th Pass,175000,0,175000,121,GEN,NA,NA,,false,false,Female,,,,,,Bihar,2005,false,Murlidhar Bhagat,44,"Village - Kashnagar,P.S. - Sonbarsa, District - Saharsa",,,Bahujan Samaj Party
MIR HASSAN,http://myneta.info/bih2005/candidate.php?candidate_id=1334,Raxaul,IND,0,Literate,90600,0,90600,10,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Sagir Babu,35,Gram Mahdeva Thana Raxaul,,,Independent
MITHALESH PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1799,Mokameh,IND,19,Literate,30000,0,30000,183,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Suresh Paswan,28,"Vill.and Po.Bhagwatipur, Karmaur, PS.Panderak, Dist.Patna",,,Independent
MITHILESH PRASAD YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=256,Paru,RJD,1,10th Pass,2675276,0,2675276,53,GEN,NA,NA,,true,true,Male,,,,,,Bihar,2005,false,LATE BAIDH NATH PRASAD YADAV,53,"VILL. NIMPATTI, LALUCHHAPRA,PO. LALUCHHANPRA,DIST. MUZARFFARPUR",,,Rashtriya Janata Dal
MITHLESH PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1845,Phulwari,IND,0,Graduate,28000,0,28000,193,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Bansh Rohan Paswan,35,"Vill.Nwegate, PS.Jamjau,L.B.S., Shahjpur, Dist.Patna",,,Independent
MOH. LAL BABU,http://myneta.info/bih2005/candidate.php?candidate_id=505,Aurai,LJP,1,5th Pass,747000,0,747000,62,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Md. Wazid,47,"Hathauri Tola Khanpur, District - Muzaffarpur",,,Lok Janshakti Party
MOHAMAD OMAIR,http://myneta.info/bih2005/candidate.php?candidate_id=1634,Baruraj,IND,0,Literate,50000,0,50000,55,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Nizamuddin Shaikh,32,"Vill.Rampur Ugan Post.Barhampur Parmar, Motipur Dist. Muzzafarpur",,,Independent
MOHAMMAD JAMAL,http://myneta.info/bih2005/candidate.php?candidate_id=1645,Kanti,SP,0,Graduate,2280561,1284146,996415,56,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Moh.Wasir Aalam,50,Mahipur Post.Kanti Mohamadpur Dist.Muzaffarpur,,,Samajwadi Party
MOHAMMAD KHAN ALI,http://myneta.info/bih2005/candidate.php?candidate_id=1388,Gurua,SP,0,Graduate,2800000,500000,2300000,234,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Kai Shahaja,56,Light House Compound Gaya Rampur Gaya,,,Samajwadi Party
MOHAMMAD NASIM,http://myneta.info/bih2005/candidate.php?candidate_id=722,Gaya Mufassil,LJP,0,Graduate,521900,0,521900,231,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Gulam Rasul,50,"Village - Kosma, P.O. - Dharmsala, Dist. Gaya",,,Lok Janshakti Party
MOHAMMAD NAZEEB KADARI,http://myneta.info/bih2005/candidate.php?candidate_id=1669,Muzaffarpur,IND,0,8th Pass,140000,0,140000,59,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Mohammad Ismail Quadri,59,"Mohalla Yogiya Mah.Saraiyaganj,P.S.Town Muzaffarpur",,,Independent
