candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_remarks
NIRAJ KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=443,Raghopur,JD(U),15,10th Pass,3241534,0,3241534,110,GEN,NA,NA,,true,true,Male,,,,,
NIRJALA SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1558,Alamnagar,SP,6,Graduate,1624000,0,1624000,123,GEN,NA,NA,,false,true,Female,,,,,
NIRMAL  SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1194,Barhara,IND,0,Graduate,245001,0,245001,197,GEN,NA,NA,,false,false,Male,,,,,
NIRMAL KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=773,Kishanganj,RJD,7,12th Pass,1881256,400000,1481256,122,GEN,NA,NA,,true,true,Male,,,,,
NIRMAL KUMAR YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1571,Singheshwar,SHS,0,Literate,85000,0,85000,116,GEN,NA,NA,,false,false,Male,,,,,
NIRMAL SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1887,Dehri,IND,0,8th Pass,776800,0,776800,217,GEN,NA,NA,,false,false,Male,,,,,
NIRMALA DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=1281,Manigachhi,IND,0,Literate,47500,6000,41500,84,GEN,NA,NA,,false,false,Female,,,,,
NIRMALA DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=1688,Sakra,SP,0,5th Pass,33000,0,33000,58,SC,NA,NA,,false,false,Female,,,,,
NITENDRA ROY,http://myneta.info/bih2005/candidate.php?candidate_id=1487,Kadwa,IND,0,Literate,0,0,0,143,GEN,NA,NA,,false,false,Male,,,,,
NITISH MISHRA,http://myneta.info/bih2005/candidate.php?candidate_id=231,Jhanjharpur,JD(U),0,Post Graduate,3749988,902529,2847459,80,GEN,NA,NA,,true,false,Male,,,,,
Noor Alam,http://myneta.info/bih2005/candidate.php?candidate_id=971,Aurai : Bye-election on 10-09-2009,INC,1,Post Graduate,3065441,55000,3010441,62,GEN,NA,NA,,false,true,Male,,,,,
NURUL AIN ANSARI,http://myneta.info/bih2005/candidate.php?candidate_id=1312,Kesariya,IND,0,5th Pass,225150,0,225150,18,GEN,NA,NA,,false,false,Male,,,,,
NURUL HODA KHAN,http://myneta.info/bih2005/candidate.php?candidate_id=1112,Rafiganj,IND,0,Post Graduate,105700,0,105700,221,GEN,NA,NA,,false,false,Male,,,,,
OM PRAKAS SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1951,Baniapur,IND,0,12th Pass,900000,0,900000,36,GEN,NA,NA,,false,false,Male,,,,,
OM PRAKASH  AVATAR,http://myneta.info/bih2005/candidate.php?candidate_id=1908,Nokha,SHS,0,Doctorate,878000,0,878000,216,GEN,NA,NA,,true,false,Male,,,,,
OM PRAKASH  AWTAR,http://myneta.info/bih2005/candidate.php?candidate_id=1813,Patna Central,SHS,0,Doctorate,1023000,0,1023000,189,GEN,NA,NA,,true,false,Male,,,,,
OM PRAKASH CHAUDHARY,http://myneta.info/bih2005/candidate.php?candidate_id=1804,Paliganj,IND,0,10th Pass,48700,0,48700,195,GEN,NA,NA,,false,false,Male,,,,,
OM PRAKASH CHAUDHRI,http://myneta.info/bih2005/candidate.php?candidate_id=1712,Islampur,IND,0,5th Pass,40500,0,40500,179,GEN,NA,NA,,false,false,Male,,,,,
OM PRAKASH GUPTA,http://myneta.info/bih2005/candidate.php?candidate_id=1121,Banka,SAP,0,12th Pass,220500,0,220500,156,GEN,NA,NA,,false,false,Male,,,,,
OM PRAKASH KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1299,Ghorasahan,SP,0,Graduate,365900,3300,362600,15,GEN,NA,NA,,false,false,Male,,,,,
OM PRAKASH PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1177,Sultanganj,SP,3,10th Pass,1729800,0,1729800,153,SC,NA,NA,,false,true,Male,,,,,
OMPRAKASH NARAYAN,http://myneta.info/bih2005/candidate.php?candidate_id=918,Simri-Bakhtiarpur,CPI,2,Post Graduate,119861,68000,51861,119,GEN,NA,NA,,false,true,Male,,,,,
OMPRAKASH PATEL,http://myneta.info/bih2005/candidate.php?candidate_id=2022,Bathnaha,IND,0,12th Pass,649000,20954,628046,68,GEN,NA,NA,,false,false,Male,,,,,
PANKAJ KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1721,Rajgir,RLD,0,Graduate,257950,25000,232950,177,SC,NA,NA,,false,false,Male,,,,,
PANKAJ KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=536,Barachatti,BSP,1,12th Pass,2043496,0,2043496,236,SC,NA,NA,,true,false,Male,,,,,
PANKAJ SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1703,Harnaut,IND,0,Post Graduate,80000,0,80000,182,GEN,NA,NA,,false,false,Male,,,,,
PANKAJ TIWARI,http://myneta.info/bih2005/candidate.php?candidate_id=1168,Nathnagar,ANC,0,10th Pass,0,0,0,149,GEN,NA,NA,,false,false,Male,,,,,
PANNA DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=1828,Patna East,SP,0,Literate,68000,0,68000,190,GEN,NA,NA,,false,false,Female,,,,,
PANNA LAL SINGH  PATEL,http://myneta.info/bih2005/candidate.php?candidate_id=199,Chautham,JD(U),3,10th Pass,1337729,32737,1304992,164,GEN,NA,NA,,false,true,Male,,,,,
PAPPU KUMAR MISHRA,http://myneta.info/bih2005/candidate.php?candidate_id=2043,Pupri,IND,0,12th Pass,511668,0,511668,72,GEN,NA,NA,,false,false,Male,,,,,
PAPPU KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1039,Narpatganj,IND,0,Literate,50000,10000,40000,128,GEN,NA,NA,,false,false,Male,,,,,
PAPPU SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1790,Maner,SP,3,Literate,11839,0,11839,192,GEN,NA,NA,,false,true,Male,,,,,
PARAMANAND PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1698,Chandi,CPI(ML)(L),6,8th Pass,267775,0,267775,181,GEN,NA,NA,,false,true,Male,,,,,
PARAS LAL VISHWAKARMA,http://myneta.info/bih2005/candidate.php?candidate_id=568,Bettiah,LJP,0,12th Pass,683608,0,683608,8,GEN,NA,NA,,true,false,Male,,,,,
Paras Nath Singh,http://myneta.info/bih2005/candidate.php?candidate_id=1013,Chainpur : Bye-election on 10-09-2009,CPM,0,Graduate,1686000,0,1686000,213,GEN,NA,NA,,false,false,Male,,,,,
PARMANAND CHOUDHARY,http://myneta.info/bih2005/candidate.php?candidate_id=757,Parbatta,LJP,1,10th Pass,4556380,0,4556380,163,GEN,NA,NA,,false,false,Male,,,,,
PARMANAND RISHIDEO,http://myneta.info/bih2005/candidate.php?candidate_id=1037,Narpatganj,IND,0,Post Graduate,207500,10956,196544,128,GEN,NA,NA,,false,false,Male,,,,,
PARMANAND RISHIDEV,http://myneta.info/bih2005/candidate.php?candidate_id=1044,Raniganj,IND,0,Graduate Professional,207500,10956,196544,127,SC,NA,NA,,false,false,Male,,,,,
PARMESHWAR PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1717,Rajgir,CPM,0,8th Pass,154915,5700,149215,177,SC,NA,NA,,false,false,Male,,,,,
PASHUPATI KUMAR PARAS,http://myneta.info/bih2005/candidate.php?candidate_id=203,Alauli,LJP,0,Graduate Professional,8469683,0,8469683,166,SC,NA,NA,,true,false,Male,,,,,
"PASWAN AJAY ""SAMRAT""",http://myneta.info/bih2005/candidate.php?candidate_id=1715,Nalanda,IND,0,Graduate,86000,0,86000,178,GEN,NA,NA,,false,false,Male,,,,,
PAWAN KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=606,Chautham,BSP,0,12th Pass,276900,0,276900,164,GEN,NA,NA,,true,false,Male,,,,,
PAWAN KUMAR YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1169,Pirpainti,IND,1,12th Pass,1048400,397557,650843,147,GEN,NA,NA,,true,true,Male,,,,,
PHALGUNI PRASAD YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=167,Chakai,BJP,0,12th Pass,2980495,0,2980495,159,GEN,NA,NA,,true,false,Male,,,,,
PHOOLCHAND MANJHI,http://myneta.info/bih2005/candidate.php?candidate_id=138,Bodh Gaya,RJD,0,10th Pass,0,0,0,235,SC,NA,NA,,false,false,Male,,,,,
PHOOLNATH RAM,http://myneta.info/bih2005/candidate.php?candidate_id=2066,Darauli,IND,0,Literate,41000,0,41000,31,GEN,NA,NA,,false,false,Male,,,,,
PHULAN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1550,Lakhisarai,IND,0,Graduate,100000,0,100000,172,GEN,NA,NA,,false,false,Male,,,,,
PHULENA SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=213,Lakhisarai,RJD,0,10th Pass,636900,0,636900,172,GEN,NA,NA,,false,false,Male,,,,,
PHULMATI DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=1377,Gaya Mufassil,IND,0,Literate,365000,0,365000,231,GEN,NA,NA,,false,false,Female,,,,,
PITAMBER PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=97,Darbhanga Rural,RJD,3,Graduate,845663,132391,713272,88,SC,NA,NA,,true,false,Male,,,,,
POONAM DEO,http://myneta.info/bih2005/candidate.php?candidate_id=579,Bihpur,LJP,1,Literate,694000,500000,194000,152,GEN,NA,NA,,true,false,Female,,,,,
POONAM DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=703,Kesariya,BSP,0,10th Pass,1626801,0,1626801,18,GEN,NA,NA,,false,false,Female,,,,,
PRABHAKAR CHAUDHARY,http://myneta.info/bih2005/candidate.php?candidate_id=90,Manigachhi,JD(U),6,Graduate,2725225,630436,2094789,84,GEN,NA,NA,,true,true,Male,,,,,
Prabhakar Singh,http://myneta.info/bih2005/candidate.php?candidate_id=972,Aurai : Bye-election on 10-09-2009,NCP,1,Graduate,1846100,713298,1132802,62,GEN,NA,NA,,true,false,Male,,,,,
PRABHAT KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1525,Parbatta,IND,0,10th Pass,106500,0,106500,163,GEN,NA,NA,,false,false,Male,,,,,
PRABHAT RANJAN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=881,Ramnagar,BSP,0,Graduate,4719555,529755,4189800,3,GEN,NA,NA,,false,false,Male,,,,,
PRABHU NATH SAH,http://myneta.info/bih2005/candidate.php?candidate_id=2064,Basantpur,IND,0,8th Pass,111844,4301,107543,27,GEN,NA,NA,,false,false,Male,,,,,
PRABHU RAI,http://myneta.info/bih2005/candidate.php?candidate_id=1297,Dhaka,IND,0,Literate,325000,25000,300000,14,GEN,NA,NA,,false,false,Male,,,,,
PRABHU RAM,http://myneta.info/bih2005/candidate.php?candidate_id=714,Gobindganj,BSP,0,10th Pass,750000,0,750000,20,GEN,NA,NA,,false,false,Male,,,,,
PRABHUDEO YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1286,Adapur,CPI(ML)(L),7,8th Pass,1122000,0,1122000,13,GEN,NA,NA,,false,true,Male,,,,,
PRABHUNATH MALI,http://myneta.info/bih2005/candidate.php?candidate_id=1411,Kateya,IND,0,Post Graduate,189250,12963,176287,21,GEN,NA,NA,,false,false,Male,,,,,
PRADEEP KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1960,Chapra,SP,0,Graduate Professional,3905000,0,3905000,41,GEN,NA,NA,,false,false,Male,,,,,
PRADEEP KUMAR PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1764,Barh,IND,0,Post Graduate,262000,0,262000,184,GEN,NA,NA,,false,false,Male,,,,,
PRADEEP KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=8,Araria,BJP,2,10th Pass,145930,36000,109930,130,GEN,NA,NA,,false,true,Male,,,,,
PRADEEP SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=479,Lauria,JD(U),3,Graduate,4446633,184000,4262633,6,GEN,NA,NA,,false,true,Male,,,,,
PRADEEP YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1447,Jhajha,IND,0,10th Pass,104800,0,104800,160,GEN,NA,NA,,false,false,Male,,,,,
PRADHAN HEMBRAM,http://myneta.info/bih2005/candidate.php?candidate_id=1530,Bahadurganj,IND,0,5th Pass,240000,0,240000,133,GEN,NA,NA,,false,false,Male,,,,,
PRADIP KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1426,Ghosi,CPI(ML)(L),1,10th Pass,297300,0,297300,228,GEN,NA,NA,,false,true,Male,,,,,
PRADIP KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=299,Warsaliganj,IND,22,12th Pass,346000,0,346000,242,GEN,NA,NA,,false,true,Male,,,,,
PRADIP KUMAR DAS,http://myneta.info/bih2005/candidate.php?candidate_id=339,Kasba,BJP,1,10th Pass,3266627,12345,3254282,138,GEN,NA,NA,,true,false,Male,,,,,
PRAHALAD YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=212,Surajgarha,RJD,3,Graduate,5032073,0,5032073,169,GEN,NA,NA,,true,true,Male,,,,,
PRAKASH NANDAN PANKAJ,http://myneta.info/bih2005/candidate.php?candidate_id=1159,Bihpur,IND,0,Graduate,1250331,0,1250331,152,GEN,NA,NA,,false,false,Male,,,,,
PRAKASH PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1619,Monghyr,IND,0,Graduate,32500,6000,26500,167,GEN,NA,NA,,false,false,Male,,,,,
PRAKASH VEER,http://myneta.info/bih2005/candidate.php?candidate_id=818,Rajauli,LJP,0,12th Pass,390000,35000,355000,240,SC,NA,NA,,false,false,Male,,,,,
PRAMOD KU. SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=850,Raghopur,LJP,1,10th Pass,1536412,0,1536412,110,GEN,NA,NA,,false,true,Male,,,,,
PRAMOD KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=893,Runisaidpur,BSP,0,Graduate,62700,0,62700,64,GEN,NA,NA,,false,false,Male,,,,,
PRAMOD KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=123,Motihari,BJP,7,Graduate Professional,1202016,125459,1076557,12,GEN,NA,NA,,false,true,Male,,,,,
PRAMOD KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1554,Surajgarha,IND,0,12th Pass,0,0,0,169,GEN,NA,NA,,false,false,Male,,,,,
PRAMOD KUMAR JHA,http://myneta.info/bih2005/candidate.php?candidate_id=518,Baheri,LJP,0,Graduate,4550000,1118000,3432000,87,GEN,NA,NA,,false,false,Male,,,,,
PRAMOD KUMAR NIRALA,http://myneta.info/bih2005/candidate.php?candidate_id=527,Bakhtiarpur,BSP,1,Graduate,920000,0,920000,185,GEN,NA,NA,,false,false,Male,,,,,
PRAMOD KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1481,Kadwa,IND,0,10th Pass,574250,20603,553647,143,GEN,NA,NA,,false,false,Male,,,,,
PRAMOD KUMAR SINHA,http://myneta.info/bih2005/candidate.php?candidate_id=118,Ghorasahan,JD(U),1,10th Pass,1439817,537,1439280,15,GEN,NA,NA,,true,false,Male,,,,,
PRAMOD SINGH CHANDRAVANSHI,http://myneta.info/bih2005/candidate.php?candidate_id=661,Obra,JD(U),0,Graduate,303000,25000,278000,222,GEN,NA,NA,,false,false,Male,,,,,
PRAMOD SINGH YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1033,Jokihat,SP,0,Post Graduate,241000,0,241000,132,GEN,NA,NA,,false,false,Male,,,,,
PRASHANT KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=541,Barauni,BSP,0,Graduate,1142000,0,1142000,106,GEN,NA,NA,,false,false,Male,,,,,
Prasuram Tiwary,http://myneta.info/bih2005/candidate.php?candidate_id=1011,Ramgarh : Bye-election on 10-09-2009,INC,1,Graduate,2700500,160000,2540500,210,GEN,NA,NA,,false,false,Male,,,,,
PRATIBHA KUMARI,http://myneta.info/bih2005/candidate.php?candidate_id=896,Majorganj,BSP,0,Graduate,0,0,0,69,SC,NA,NA,,false,false,Female,,,,,
PRATIBHA RENU,http://myneta.info/bih2005/candidate.php?candidate_id=914,Nokha,BSP,0,Graduate,3118000,0,3118000,216,GEN,NA,NA,,false,false,Female,,,,,
PRAVEEN KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1545,Lakhisarai,IND,0,Graduate,100000,0,100000,172,GEN,NA,NA,,false,false,Male,,,,,
PRAVEEN KUMAR DAS,http://myneta.info/bih2005/candidate.php?candidate_id=508,Babubarhi,LJP,0,Post Graduate,1009250,0,1009250,77,GEN,NA,NA,,false,false,Male,,,,,
PRAVEZ KHAN,http://myneta.info/bih2005/candidate.php?candidate_id=58,Nathnagar,RJD,3,10th Pass,1554594,0,1554594,149,GEN,NA,NA,,false,true,Male,,,,,
PRAVIN KUMAR JHA,http://myneta.info/bih2005/candidate.php?candidate_id=1120,Amarpur,IND,0,10th Pass,418,0,418,154,GEN,NA,NA,,false,false,Male,,,,,
PRAVIN KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=683,Piro,LJP,0,Graduate,830900,15000,815900,205,GEN,NA,NA,,false,false,Male,,,,,
PRAWIN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=60,Bhagalpur,INC,1,12th Pass,2280839,350000,1930839,150,GEN,NA,NA,,true,false,Male,,,,,
PRAYAG CHOUDHARY,http://myneta.info/bih2005/candidate.php?candidate_id=174,Sikandra,RJD,0,Literate,430801,0,430801,171,SC,NA,NA,,true,false,Male,,,,,
PREM CHAND TIWARI,http://myneta.info/bih2005/candidate.php?candidate_id=2107,Ziradei,IND,0,Post Graduate,323000,0,323000,32,GEN,NA,NA,,false,false,Male,,,,,
PREM KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1497,Katihar,SHS,1,Graduate,145000,0,145000,142,GEN,NA,NA,,false,false,Male,,,,,
PREM KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=758,Parbatta,BSP,0,10th Pass,80000,0,80000,163,GEN,NA,NA,,false,false,Male,,,,,
PREM KUMAR ROY,http://myneta.info/bih2005/candidate.php?candidate_id=1474,Barsoi,SHS,0,12th Pass,100300,0,100300,144,GEN,NA,NA,,false,false,Male,,,,,
PREM KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1656,Kurhani,IND,1,12th Pass,809795,9000,800795,57,GEN,NA,NA,,false,true,Male,,,,,
PREM RANJAN PATEL,http://myneta.info/bih2005/candidate.php?candidate_id=211,Surajgarha,BJP,0,Post Graduate,473996,0,473996,169,GEN,NA,NA,,true,false,Male,,,,,
PREMA BHARTI,http://myneta.info/bih2005/candidate.php?candidate_id=607,Chenari,BSP,0,Not Given,51000,0,51000,215,SC,NA,NA,,false,false,Female,,,,,
PRIYANKA RANI,http://myneta.info/bih2005/candidate.php?candidate_id=904,Kasba,LJP,0,10th Pass,185000,0,185000,138,GEN,NA,NA,,false,false,Female,,,,,
PRO. JAI RAM PRASAD SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1074,Kurtha,SSD,0,Post Graduate,200000,0,200000,225,GEN,NA,NA,,false,false,Male,,,,,
PROF. RABINDRA CHARAN YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=222,Kishanganj,IND,0,Doctorate,2326831,0,2326831,122,GEN,NA,NA,,true,false,Male,,,,,
PROF. SUKHDA PANDEY,http://myneta.info/bih2005/candidate.php?candidate_id=84,Buxar,BJP,1,Doctorate,2897912,257858,2640054,201,GEN,NA,NA,,true,false,Female,,,,,
PUNAM DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=1444,Jhajha,IND,0,10th Pass,1856177,678193,1177984,160,GEN,NA,NA,,true,false,Female,,,,,
PUNAM GANDHI,http://myneta.info/bih2005/candidate.php?candidate_id=1825,Patna East,IND,0,12th Pass,810000,0,810000,190,GEN,NA,NA,,false,false,Female,,,,,
PUNIT RAI,http://myneta.info/bih2005/candidate.php?candidate_id=841,Fatwa,LJP,0,Literate,5014990,565401,4449589,186,SC,NA,NA,,true,false,Male,,,,,
PURAN CHAUDHARY,http://myneta.info/bih2005/candidate.php?candidate_id=1375,Gaya Mufassil,IND,0,8th Pass,500,0,500,231,GEN,NA,NA,,false,false,Male,,,,,
PURNIMA YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=293,Nawada,IND,0,Post Graduate,5670850,0,5670850,239,GEN,NA,NA,,true,false,Female,,,,,
PURNMASI RAM,http://myneta.info/bih2005/candidate.php?candidate_id=471,Bagha,JD(U),3,10th Pass,7120977,2482497,4638480,2,SC,NA,NA,,true,true,Male,,,,,
PUTUL KUWAR,http://myneta.info/bih2005/candidate.php?candidate_id=1227,Brahmpur,IND,0,10th Pass,308000,0,308000,200,GEN,NA,NA,,false,false,Male,,,,,
QUAISARUZZAMAN,http://myneta.info/bih2005/candidate.php?candidate_id=523,Baisi,LJP,1,Doctorate,1252500,615000,637500,137,GEN,NA,NA,,false,true,Male,,,,,
RABINDRA KUMAR ROY,http://myneta.info/bih2005/candidate.php?candidate_id=1466,Ramgarh,SP,0,Post Graduate,45000,0,45000,210,GEN,NA,NA,,false,false,Male,,,,,
RABINDRA PRATAP SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=701,Kesariya,LJP,1,Not Given,4165000,350000,3815000,18,GEN,NA,NA,,true,false,Male,,,,,
RABINDRA RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1059,Arwal,IND,0,Graduate,430000,0,430000,224,GEN,NA,NA,,false,false,Male,,,,,
RADHA KRISHNA SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=625,Dehri,LJP,2,Graduate Professional,211691,300000,-88309,217,GEN,NA,NA,,false,false,Male,,,,,
RADHEYSHYAM RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1107,Obra,IND,0,Post Graduate,0,0,0,222,GEN,NA,NA,,false,false,Male,,,,,
RAGHUBANSH PRASAD SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1963,Chapra,IND,3,Post Graduate,1250000,0,1250000,41,GEN,NA,NA,,false,true,Male,,,,,
RAGHUBANSH SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1103,Obra,IND,0,10th Pass,1742700,0,1742700,222,GEN,NA,NA,,false,false,Male,,,,,
RAGHUBAR SHARAN PATHAK,http://myneta.info/bih2005/candidate.php?candidate_id=1233,Buxar,ABJS,0,8th Pass,20000,0,20000,201,GEN,NA,NA,,false,false,Male,,,,,
RAGHUNANDAN MANJHI,http://myneta.info/bih2005/candidate.php?candidate_id=390,Garkha,INC,0,Post Graduate,564604,8636,555968,42,SC,NA,NA,,false,false,Male,,,,,
RAGHUNANDAN PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1772,Bikram,IND,0,5th Pass,400000,0,400000,194,GEN,NA,NA,,false,false,Male,,,,,
RAGHUNIRAM SHASTRI,http://myneta.info/bih2005/candidate.php?candidate_id=1092,Goh,SSD,0,Graduate,2500000,0,2500000,223,GEN,NA,NA,,false,false,Male,,,,,
RAGHUPATI GOPE,http://myneta.info/bih2005/candidate.php?candidate_id=1205,Piro,SP,0,10th Pass,247625,0,247625,205,GEN,NA,NA,,false,false,Male,,,,,
RAGHVENDRA PRATAP SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=70,Barhara,RJD,3,10th Pass,41698885,0,41698885,197,GEN,NA,NA,,true,true,Male,,,,,
RAHANA PARWEEN,http://myneta.info/bih2005/candidate.php?candidate_id=1506,Manihari,IND,0,Literate,420000,0,420000,146,GEN,NA,NA,,false,false,Female,,,,,
RAHBAR ALI,http://myneta.info/bih2005/candidate.php?candidate_id=1154,Bhagalpur,IND,0,Graduate,700000,50000,650000,150,GEN,NA,NA,,false,false,Male,,,,,
RAHUL KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1972,Jalalpur,SP,0,12th Pass,727000,0,727000,40,GEN,NA,NA,,false,false,Male,,,,,
RAJ BALLABH PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=294,Nawada,RJD,2,Not Given,15680000,33360,15646640,239,GEN,NA,NA,,true,true,Male,,,,,
RAJ DEV PRASAD VERMA,http://myneta.info/bih2005/candidate.php?candidate_id=735,Makhdumpur,BSP,1,10th Pass,426602,0,426602,226,GEN,NA,NA,,false,true,Male,,,,,
RAJ KISHOR PRASAD URF PAPPU YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=37,Katoria,RJD,1,12th Pass,1562734,1983557,-420823,158,GEN,NA,NA,,true,false,Male,,,,,
RAJ KISHOR RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1684,Sahebganj,IND,0,10th Pass,221500,0,221500,54,GEN,NA,NA,,false,false,Male,,,,,
RAJ KISHOR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1295,Dhaka,IND,0,Post Graduate,1017000,0,1017000,14,GEN,NA,NA,,false,false,Male,,,,,
RAJ KISHOR SINGH KUSHWAHA,http://myneta.info/bih2005/candidate.php?candidate_id=555,Bathnaha,JD(U),0,12th Pass,26000,0,26000,68,GEN,NA,NA,,false,false,Male,,,,,
RAJ KISHORE  KESHRI,http://myneta.info/bih2005/candidate.php?candidate_id=341,Purnea,BJP,4,Graduate Professional,1083181,317128,766053,139,GEN,NA,NA,,true,true,Male,,,,,
RAJ KISHORE PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=320,Masaurhi,RJD,0,Graduate,12206773,0,12206773,187,GEN,NA,NA,,true,false,Male,,,,,
RAJ KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=832,Maner,BSP,0,Not Given,356000,0,356000,192,GEN,NA,NA,,false,false,Male,,,,,
RAJ KUMAR BAITHA,http://myneta.info/bih2005/candidate.php?candidate_id=1294,Dhaka,IND,0,Graduate,0,0,0,14,GEN,NA,NA,,false,false,Male,,,,,
RAJ KUMAR CHAND,http://myneta.info/bih2005/candidate.php?candidate_id=2119,Raghopur,LSD,0,10th Pass,2850000,900000,1950000,110,GEN,NA,NA,,true,false,Male,,,,,
RAJ KUMAR CHOUDHARY,http://myneta.info/bih2005/candidate.php?candidate_id=1495,Katihar,IND,0,12th Pass,0,0,0,142,GEN,NA,NA,,false,false,Male,,,,,
RAJ KUMAR KANTH,http://myneta.info/bih2005/candidate.php?candidate_id=1258,Darbhanga,SAP,0,Graduate,927200,100000,827200,89,GEN,NA,NA,,false,false,Male,,,,,
RAJ KUMAR MAHASETH,http://myneta.info/bih2005/candidate.php?candidate_id=783,Madhubani,LJP,0,Graduate,10562432,0,10562432,78,GEN,NA,NA,,true,false,Male,,,,,
RAJ KUMAR PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1509,Manihari,IJP,0,Literate,0,0,0,146,GEN,NA,NA,,false,false,Male,,,,,
RAJ KUMAR RAI,http://myneta.info/bih2005/candidate.php?candidate_id=1995,Sonepur,SP,1,10th Pass,295617,40000,255617,44,GEN,NA,NA,,true,false,Male,,,,,
RAJ KUMAR RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1561,Kishanganj,IND,0,10th Pass,60000,4000,56000,122,GEN,NA,NA,,false,false,Male,,,,,
RAJ KUMAR RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1266,Hayaghat,IND,0,12th Pass,0,0,0,92,GEN,NA,NA,,false,false,Male,,,,,
RAJ KUMAR SAH,http://myneta.info/bih2005/candidate.php?candidate_id=466,Lalganj,RJD,0,12th Pass,1592120,0,1592120,51,GEN,NA,NA,,false,false,Male,,,,,
