candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_remarks,state,year,winner,so_do,age,address,profession,spouse_profession,party_eci
PHANI BHUSAN CHOUDHURY,http://myneta.info/assam2006/candidate.php?candidate_id=17,Bongaigaon,AGP,0,Graduate,3699749,266640,3433109,32,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Ramesh Ch. Chaudhury,53,"RESIDENT OF VILLAGE-BOKHARAPURA, P.O. & PS.-Bongaigaon ,District - Bongaigaon",,,Asom Gana Parishad
PRABIN HAZARIKA,http://myneta.info/assam2006/candidate.php?candidate_id=231,Biswanath,AGP,0,Graduate,2401662,168516,2233146,76,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Phatik Hazarika,49,"RESIDENT OF VILLAGE-MUDAIGAON, P.O.-Sootea, Distt.-Sonitpur",,,Asom Gana Parishad
PRADAN BARUAH,http://myneta.info/assam2006/candidate.php?candidate_id=50,Jonai,INC,0,10th Pass,807758,789958,17800,114,ST,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Late Mathura Boruah,41,"RESIDENTAL OF VILL.- AMRITPUR, P.O.-SILAPATHAR, DISTT.-DHEMAJI",,,Indian National Congress
PRADIP BURAGOHAIN,http://myneta.info/assam2006/candidate.php?candidate_id=76,Naharkatia,IND,0,12th Pass,9736826,241500,9495326,120,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Arabinda Buragohain,50,"Milan Nagar, Naharkatia Town, P.O. & P.S. Naharkatia",,,Independent
PRADIP PAUL,http://myneta.info/assam2006/candidate.php?candidate_id=38,Katigora,INC,0,12th Pass,799000,400000,399000,15,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Suresh Chandra paul,35,"Siddeshwar,Katigorah,District Cachar,Assam",,,Indian National Congress
PRADYUT BORDOLOI,http://myneta.info/assam2006/candidate.php?candidate_id=241,Margherita,INC,0,Post Graduate,6884817,1810056,5074761,124,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Nandadhar Bordoloi,48,"BHABA KANTA, CHEITA PATH, SEGUNBARI, POST OFFICE.-MAKUMPATHAR",,,Indian National Congress
PRAFULLA KUMAR MAHANTA,http://myneta.info/assam2006/candidate.php?candidate_id=185,Barhampur,Asom Gana Parishad Pragtisheel,0,Graduate Professional,21076629,229966,20846663,87,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,SRI DEB KANTA MAHANTA,53,"SHANKAR MANDIR ROAD AMOLAPATTY, NAGAON",,,Asom Gana Parishad Pragtisheel
PRAKANTA WARISA,http://myneta.info/assam2006/candidate.php?candidate_id=174,Haflong,Autonomous State Demand Committee,1,Post Graduate,300975,0,300975,16,ST,NA,NA,,false,false,Male,,,,,,Assam,2006,false,CHHAYA SINGH,36,"MAIBANG, N.C. HILLS",,,Autonomous State Demand Committee
PRANAB GOGOI,http://myneta.info/assam2006/candidate.php?candidate_id=219,Sibsagar,INC,0,Graduate Professional,5879078,275036,5604042,108,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Cirindra Nath Gogoi,69,"Ward No. VI, District - Sivasagar",,,Indian National Congress
PRANAB KALITA,http://myneta.info/assam2006/candidate.php?candidate_id=117,Palasbari,IND,0,Post Graduate,2196582,0,2196582,50,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,LATE THANURAM KALITA,42,"VILL. RANGAMATI, PO. RANGAMATI, PS. PALASHBARI, DIST. KAMRUP",,,Independent
PRANABJIT CHALIHA (ROMU),http://myneta.info/assam2006/candidate.php?candidate_id=220,Sibsagar,IND,0,Graduate,2165343,189787,1975556,108,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Late Bidyadhar Chaliha,55,"Phukan Nagar, Ward No. X, Sivasagar",,,Independent
PRANATI PHUKAN,http://myneta.info/assam2006/candidate.php?candidate_id=75,Naharkatia,INC,0,Graduate,2169203,439316,1729887,120,GEN,NA,NA,,true,false,Female,,,,,,Assam,2006,true,Late Hari Phukan,42,"Near SBI Namrup Branch, P.O. Prabhatpur, District - Dibrugarh",,,Indian National Congress
PRANESWAR BASUMATARY,http://myneta.info/assam2006/candidate.php?candidate_id=230,Sootea,INC,0,Graduate,288078,270870,17208,75,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,LATE SUREN BASUMATARY,37,"VILL. JOYSIDDHI, PO. BALIJURI, DIST. SONITPUR",,,Indian National Congress
PRASANTA KUMAR BARUA,http://myneta.info/assam2006/candidate.php?candidate_id=63,Bilasipara East,AGP,0,10th Pass,1874383,251000,1623383,27,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,true,Late Sudhir Barua,52,"Village- Sreegram Pt-2,Ps,Chapur,Chapur, District-Dhubri",,,Asom Gana Parishad
PRASANTA PHUKAN,http://myneta.info/assam2006/candidate.php?candidate_id=67,Dibrugarh,BJP,0,10th Pass,3422259,353858,3068401,116,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Nobin Ram Phukan,52,"Rupnagar, P.O. C.R. Building, Dibrugarh",,,Bharatiya Janata Party
PREMANANDA DAS,http://myneta.info/assam2006/candidate.php?candidate_id=168,Jagiroad,AGP,0,Graduate Professional,227000,0,227000,79,SC,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Late Bhadreswar Das,30,"Village - Dibika, P.O. - Ghagua, District - Morigaon 
Assam",,,Asom Gana Parishad
PRITHIBI MAHJI,http://myneta.info/assam2006/candidate.php?candidate_id=69,Lahowal,INC,0,Graduate Professional,1935719,1650000,285719,117,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Bir Singh Majhi,54,"Lekai Nagaon, P.O. Sessa, P.S. Borborua, Dist. - Dibrugarh",,,Indian National Congress
PROBIN GOGOI,http://myneta.info/assam2006/candidate.php?candidate_id=93,Khumtai,AGP,0,Graduate,437000,0,437000,96,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,true,LATE MOHAN CHANDRA GOGOI,51,"WARD NO. 13 OF GOLAGHAT TOWN, PO. GOLAGHAT, DIST. GOLAGHAT ASSAM",,,Asom Gana Parishad
PRODIP HAZARIKA,http://myneta.info/assam2006/candidate.php?candidate_id=209,Amguri,AGP,1,Post Graduate,2322576,401928,1920648,103,GEN,NA,NA,,false,true,Male,,,,,,Assam,2006,true,Late Gonesh Hazarika,48,"Sonowal (Napam) Gaon, P.O. Amguri, Distt. - Sivasagar",,,Asom Gana Parishad
PROMILA RANI BRAHMA,http://myneta.info/assam2006/candidate.php?candidate_id=155,Kokrajhar East,IND,0,Graduate,2134689,0,2134689,30,ST,NA,NA,,false,false,Female,,,,,,Assam,2006,true,LT. NANI GOPAL BRAHMA,54,"KOKRAJHAR W/No 7,PO. KOKRAJHAR",,,Independent
PULAKESH BARUA,http://myneta.info/assam2006/candidate.php?candidate_id=202,Barkhetry,TNGP,0,Graduate Professional,3002782,189124,2813658,60,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Iswar Chandra Barua,58,Village - Kamarkuchi under Nalbari police Station in the dist. Nabari,,,Trinamool Gana Parishad
PUSPA DEKA,http://myneta.info/assam2006/candidate.php?candidate_id=126,Jalukbari,AGP,0,Graduate,8940245,1467000,7473245,51,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Sri Babul Ch. Dekha,43,"Lathia Bagicha, Amingaon, Guwahati - 31, P.O. - Amingaon",,,Asom Gana Parishad
PUTUL SONOWAL,http://myneta.info/assam2006/candidate.php?candidate_id=72,Duliajan,AGP,0,12th Pass,950000,0,950000,118,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Shri Dhaniram Sonowal,39,"No.2, Kathalguri Gaon, District - Dibrugarh",,,Asom Gana Parishad
RABI KUMAR PHANGCHO,http://myneta.info/assam2006/candidate.php?candidate_id=136,Howraghat,CPM,0,10th Pass,1357956,0,1357956,18,ST,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Late Longki Phangcho,42,"VILLAGE- KANIYA BEYGAON, POST.-PHULONI",,,Communist Party of India (Marxist)
RABIN BANIKYA,http://myneta.info/assam2006/candidate.php?candidate_id=23,Abhayapuri South,AGP,0,Graduate,644130,211000,433130,35,SC,NA,NA,,false,false,Male,,,,,,Assam,2006,true,Late Dharrneswar Banikya,59,ABHYAPURI TWON (WARD NO.1),,,Asom Gana Parishad
RABIRAM NARZARY,http://myneta.info/assam2006/candidate.php?candidate_id=156,Kokrajhar East,IND,0,Graduate,69955,0,69955,30,ST,NA,NA,,false,false,Male,,,,,,Assam,2006,false,SHRI MAHESWER NARZARY,37,"VILL. BANUGAON, PO. PUTHIMARI, DIST. KOKRAJHAR,B.T.A.D.,ASSAM",,,Independent
RAJENDRA PRASAD SINGH,http://myneta.info/assam2006/candidate.php?candidate_id=237,Tinsukia,INC,0,Graduate,3772011,0,3772011,122,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Kewal Dhari Singh,43,"BORDURI, P.O.-HOOGRUAN, DISTRICT-TINSUKIA",,,Indian National Congress
RAJIB LOCHAN PEGU,http://myneta.info/assam2006/candidate.php?candidate_id=105,Majuli,INC,0,Post Graduate,2949287,816696,2132591,99,ST,NA,NA,,true,false,Male,,,,,,Assam,2006,true,SRI INDRESWAR PEGU,48,"VILL. BORPOMUA, DIST. JORHAT",,,Indian National Congress
RAJU SAHU,http://myneta.info/assam2006/candidate.php?candidate_id=77,Chabua,INC,0,12th Pass,981919,243371,738548,121,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Shri Hira Sahu,37,"Subhchani Road, Tinsukia Assam",,,Indian National Congress
RAMEN DEKA,http://myneta.info/assam2006/candidate.php?candidate_id=130,Gauhati East,BJP,0,Graduate,3077965,0,3077965,53,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Surendra Nath Deka,52,"A-1, Pink Enclave, Md. Sah Road Paltan Bazar, Guwahati",,,Bharatiya Janata Party
RAMENDRA NARAYAN KALITA,http://myneta.info/assam2006/candidate.php?candidate_id=131,Gauhati West,AGP,0,Graduate Professional,5375378,363636,5011742,54,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Mahendra  Nath Kalita,47,"West Jyoti Nagar Guwahati-21, P.S.- Chandmari,",,,Asom Gana Parishad
RAMESWAR DHANOWAR,http://myneta.info/assam2006/candidate.php?candidate_id=239,Digboi,INC,0,Graduate,1973632,0,1973632,123,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Jethase Dhanowar,68,"Top Baste,P.S.-Digboi ,District - Tinsukia(Assam)",,,Indian National Congress
RAMESWAR TELI,http://myneta.info/assam2006/candidate.php?candidate_id=71,Duliajan,BJP,0,10th Pass,30000,0,30000,118,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Budhu Teli,35,"Tipling  Purana Ghat, P.O. Jaloni Dibruduar, District - Dibrugarh Assam",,,Bharatiya Janata Party
RANA GOSWAMI,http://myneta.info/assam2006/candidate.php?candidate_id=103,Jorhat,INC,0,Graduate,3322000,191000,3131000,98,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,LATE NILA KANTA GOSWAMI,47,"TOKLAI GOAN, RAJABARI",,,Indian National Congress
RANJIT DUTTA,http://myneta.info/assam2006/candidate.php?candidate_id=233,Behali,BJP,0,12th Pass,2718160,0,2718160,77,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Kuladhar Dutta,49,"BEHALI, DISTT.- SONITPUR, ASSAM",,,Bharatiya Janata Party
RASUL HOQUE,http://myneta.info/assam2006/candidate.php?candidate_id=55,Dhubri,AUDF,1,10th Pass,1012224,0,1012224,23,GEN,NA,NA,,true,true,Male,,,,,,Assam,2006,true,LATE FAIZAL HOQUE,35,A.M.CO.ROAD PO. DHUBRI ASSAM,,,Assam United Democratic Front
REENA SINGH,http://myneta.info/assam2006/candidate.php?candidate_id=34,Lakhipur,BJP,0,Post Graduate,1920000,130220,1789780,13,GEN,NA,NA,,true,false,Female,,,,,,Assam,2006,false,Shri.Mutum Ranjit singh,35,"VIII chiripool P.O. Fulertal, District Cachar.",,,Bharatiya Janata Party
REKIBUDDIN AHMED,http://myneta.info/assam2006/candidate.php?candidate_id=116,Chaygaon,INC,0,12th Pass,2140904,628800,1512104,49,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,LATE MIRJAN ALI,32,"HATIGAON, SIJUBARI IDGAH ROAD, PO. HATIGAON, DIST. KAMRUP,ASSAM",,,Indian National Congress
RENUPAMA RAJKHOWA,http://myneta.info/assam2006/candidate.php?candidate_id=112,Teok,AGP,0,12th Pass,2069262,131277,1937985,102,GEN,NA,NA,,true,false,Female,,,,,,Assam,2006,false,LATE LALIT CHANDRA RAJKHOWA,51,"TEOK BONGALI GAON, P.S. TEOK, DIST. JORHAT",,,Asom Gana Parishad
RIHON DAIMARI,http://myneta.info/assam2006/candidate.php?candidate_id=249,Udalguri,IND,0,Graduate,800000,270870,529130,69,ST,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Sadhiram Daimari,40,"Vill-Bekigaon,P.O.Udalguri,Dist-Udalguri BTAD Assam",,,Independent
RIPUN BORA,http://myneta.info/assam2006/candidate.php?candidate_id=235,Gohpur,INC,0,Post Graduate,11012073,283000,10729073,78,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Damodhar Bora,51,"POST OFFICE- GOHPUR, District - Sonitpur",,,Indian National Congress
ROCKYBUL  HUSSAIN,http://myneta.info/assam2006/candidate.php?candidate_id=183,Samaguri,INC,0,Graduate,7711850,2983795,4728055,88,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,LATE ALHAZ NURUL HUSSAIN,41,AMONI BASTI DIST NAGAON,,,Indian National Congress
RUMI NATH,http://myneta.info/assam2006/candidate.php?candidate_id=35,Barkhola,BJP,0,Graduate Professional,58000,0,58000,14,GEN,NA,NA,,true,false,Female,,,,,,Assam,2006,true,Trailokhya Bhusan Nath,26,"Abbicapatti,Silchar-4,DT-Cachar,Assam",,,Bharatiya Janata Party
RUPJYOTI KURMI,http://myneta.info/assam2006/candidate.php?candidate_id=109,Mariani,INC,0,12th Pass,2313812,183517,2130295,101,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,LATE CHENIRAM KURMI,28,KOTHALGURI MARIANI,,,Indian National Congress
SAHIDUL ALAM CHOUDHURY,http://myneta.info/assam2006/candidate.php?candidate_id=100,Algapur,Asom Gana Parishad Pragtisheel,3,10th Pass,6690562,0,6690562,8,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,LATE  ABDUL LATIF  CHOUDHURY,60,"VILL. ALGAPUR, PO. KNLIBARI BAZAR, DIST. HAILAKANDI",,,Asom Gana Parishad Pragtisheel
SAMBHU SING MALLAH,http://myneta.info/assam2006/candidate.php?candidate_id=141,Ratabari,BJP,0,10th Pass,55900,140000,-84100,1,SC,NA,NA,,false,false,Male,,,,,,Assam,2006,true,Late Sitaram Mallah,39,"Village - Dullavcherra T.E., rict -Karimganj",,,Bharatiya Janata Party
SAMSUL HOQUE,http://myneta.info/assam2006/candidate.php?candidate_id=2,Sorbhog,INC,0,Graduate,2307178,379000,1928178,40,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Motiar rehman,46,"Kalahbhanga,PO Kalahbhanga",,,Indian National Congress
SANJAY RAJ SUBBA,http://myneta.info/assam2006/candidate.php?candidate_id=161,Naoboicha,IND,0,8th Pass,19817218,8182057,11635161,110,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Dhar Bahadur Subba,46,"HAMOTI, P.O.-MERBIL, P.S.-LALUK, DISTT.-LAKHIMPUR",,,Independent
SANJOY MARANDI,http://myneta.info/assam2006/candidate.php?candidate_id=151,Gossaigaon,IND,0,Graduate,95766,0,95766,28,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,SRI BIJOY MARANDI,31,"NOISAPUR MOCHPARA, DIST. KOKRAJHAR",,,Independent
SARAT BORKATAKY,http://myneta.info/assam2006/candidate.php?candidate_id=215,Sonari,INC,0,Graduate Professional,10374020,0,10374020,106,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,LATE HEM CHANDRA BORKATAKY,67,"SONARI TOWN, WARD NO. -12,",,,Indian National Congress
SARAT SAIKIA,http://myneta.info/assam2006/candidate.php?candidate_id=213,Mahmara,INC,0,Graduate,5499930,0,5499930,105,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Dageswar Saikia,55,"Moran Town,Ward No.4,P.S.& P.O-Moranhat,District - Sibsagar (Assam)",,,Indian National Congress
SATYA NATH BRAHMA,http://myneta.info/assam2006/candidate.php?candidate_id=222,Dhekiajuli,IND,0,10th Pass,20000,0,20000,71,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Shri Rajendra Brahma,39,"JORPUKHURI, P.O.-MEZENGJULI, P.S.-DHEKIAJULI, DISTT.-SONITPUR",,,Independent
SHEIKH A. HAMID,http://myneta.info/assam2006/candidate.php?candidate_id=12,Baghbar,AGP,1,Post Graduate,1185000,231680,953320,45,GEN,NA,NA,,true,true,Male,,,,,,Assam,2006,false,Late Haji Osim uddin,48,"Village and PO ,Kadamtala district,Barpeta,Assam",,,Asom Gana Parishad
SIBA BODRA,http://myneta.info/assam2006/candidate.php?candidate_id=218,Thowra,BJP,0,Graduate,219145,0,219145,107,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Late Haldhar Bodra,40,"Saruderoigaon, (Athabari T.E.)P.O.-Rajmal",,,Bharatiya Janata Party
SIDDEQUE AHMED,http://myneta.info/assam2006/candidate.php?candidate_id=147,Karimganj South,IND,2,10th Pass,1866400,0,1866400,4,GEN,NA,NA,,false,true,Male,,,,,,Assam,2006,true,Late Hazi Abdul Rakib,42,"Village - Dhalo, Par , P.O. Ashalkandi, Distt - Karimganj",,,Independent
SIMANCHAL DIGAL,http://myneta.info/assam2006/candidate.php?candidate_id=182,Kaliabor,INC,0,Graduate,891000,40000,851000,89,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,SRI BHARAT DIGAL,36,DEJOOVALLEY TEA ESTATE PO SALONAH PS SAMAGURI DIST NAGAON,,,Indian National Congress
SIPRA GOON,http://myneta.info/assam2006/candidate.php?candidate_id=148,Karimganj South,BJP,0,Graduate,250510,60000,190510,4,GEN,NA,NA,,false,false,Female,,,,,,Assam,2006,false,Shri Satyendra Goon,37,"Kalibari Road, Nilambazar, District - Karimganj",,,Bharatiya Janata Party
SIRAJ UDDIN AHMED,http://myneta.info/assam2006/candidate.php?candidate_id=64,Bilasipara East,INC,0,Graduate,378426,0,378426,27,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Haji A Aziz,NaN,"Village Lakiganj, Bilaspara ,Dubri, Assam",,,Indian National Congress
SUKUR ALI AHMED,http://myneta.info/assam2006/candidate.php?candidate_id=16,Chenga,INC,0,12th Pass,83000,189668,-106668,47,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Jakir Uddin,41,"Village Pub Mahachara,N.E.District,Mahapeta",,,Indian National Congress
SULTAN SADIK,http://myneta.info/assam2006/candidate.php?candidate_id=162,Naoboicha,INC,0,12th Pass,1738000,0,1738000,110,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Late Mohmmad ALI,37,"VILLAGE.-AHMADPUR, District - Lakhimpur",,,Indian National Congress
SUMITRA PATIR,http://myneta.info/assam2006/candidate.php?candidate_id=47,Dhemaji,INC,0,Post Graduate,950000,0,950000,113,ST,NA,NA,,true,false,Female,,,,,,Assam,2006,true,Late Kali Nath Patir,46,"PUB BALI GAON. P.O.-GOGAMUKH,  DISTT.-hemji",,,Indian National Congress
SUREN PHUKAN,http://myneta.info/assam2006/candidate.php?candidate_id=240,Digboi,AGP,0,10th Pass,538030,271617,266413,123,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Sri Tileswar Phukan,36,"Tokowani Gaon.P.O. Nazirating,Dist-Tinsukai",,,Asom Gana Parishad
SUSHIL DUTTA,http://myneta.info/assam2006/candidate.php?candidate_id=195,Lumding,BJP,0,10th Pass,171508,0,171508,92,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,CHAUDRA SHEKHAR DUTTA,47,"Mistry Patty ward no.5 P.O. Lumding, Distt. Nagaon, PIN 782447",,,Bharatiya Janata Party
SUSHIL KUJUR,http://myneta.info/assam2006/candidate.php?candidate_id=216,Sonari,AGP,0,Graduate,0,0,0,106,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Sri Balasius Kujur,31,"old Line Towkok T.E.(Mouza-Avoypur,Chraideo Sub-Devision,Dist sivasagar Assam",,,Asom Gana Parishad
SUSHILA HAZARIKA,http://myneta.info/assam2006/candidate.php?candidate_id=101,Dergaon,AGP,0,12th Pass,2220703,384285,1836418,97,SC,NA,NA,,true,false,Female,,,,,,Assam,2006,true,Late Nalin hazarika,44,"Borhuz Gaon,PO PaniChokuwa,Mouza, porbotia,PS Pulibor.",,,Asom Gana Parishad
TANKA BAHADUR RAI,http://myneta.info/assam2006/candidate.php?candidate_id=223,Barchalla,INC,0,Post Graduate,522227,270870,251357,72,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,true,Late Pancha Bahadur Rai,55,"VILLAGE-NAMBAGANBAN, P.O.- NATUN SIRAJULI, DISTT.-SONITPUR",,,Indian National Congress
TARA PRASAD DAS,http://myneta.info/assam2006/candidate.php?candidate_id=13,Sarukhetri,IND,0,Graduate Professional,11488579,309395,11179184,46,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,Late Bhumelhar Das,55,"Village Dangarkuchi,po barpeta,181301",,,Independent
TARUN GOGOI,http://myneta.info/assam2006/candidate.php?candidate_id=107,Titabar,INC,0,Graduate Professional,9023616,600000,8423616,100,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,true,LATE SHRI  KAMLESHWAR GOGOI,71,"NAZIRALI, JORHAT ASSAM",,,Indian National Congress
TEROSH GOWALLA,http://myneta.info/assam2006/candidate.php?candidate_id=70,Lahowal,AGP,0,Graduate,79000,0,79000,117,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,false,Shri Kalindra Gowalla,32,"Greenwood Tea Estate, East Div. Disp. P.O. & P.S. Lahoal, District - Dibrugarh",,,Asom Gana Parishad
THANESWAR BASUMATARY,http://myneta.info/assam2006/candidate.php?candidate_id=207,Chapaguri,IND,0,12th Pass,187594,0,187594,63,ST,NA,NA,,false,false,Male,,,,,,Assam,2006,true,GOLAK,45,"VILL. DAODHARA, PO KHAMARDWISA, PS. PATACHARKUCHI, DIST. BAKSA",,,Independent
TIJEN BASUMATARY,http://myneta.info/assam2006/candidate.php?candidate_id=208,Chapaguri,IND,0,Graduate,1335047,266704,1068343,63,ST,NA,NA,,true,false,Male,,,,,,Assam,2006,false,LATE ANANTA BASUMATARY,52,"VILL. AMBARI, PO. MESHALPUR,DIST NALBARI",,,Independent
TULSI KUJUR,http://myneta.info/assam2006/candidate.php?candidate_id=248,Panery,INC,0,12th Pass,372000,0,372000,64,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Shri Siru Kujur,39,"Atherikhat,Mouze Sekher,P.S.Paneri,Dist.Udalguri(B.A.T.D.), Assam",,,Indian National Congress
UDDHAB BARMAN,http://myneta.info/assam2006/candidate.php?candidate_id=1,Sorbhog,CPM,0,Graduate Professional,13009,0,13009,40,GEN,NA,NA,,false,false,Male,,,,,,Assam,2006,true,Late Sadananda Burman,64,"Indira gandhi path,Shantipur,Hill side ,Guwahati-9",,,Communist Party of India (Marxist)
UTPAL DUTTA,http://myneta.info/assam2006/candidate.php?candidate_id=164,Lakhimpur,Asom Gana Parishad Pragtisheel,0,Graduate,4119210,0,4119210,111,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,LATE REBAT CH. DUTTA,46,"WARD NO. 8, NORTH LAKHIMPUY, PO. & PS. LAKHIMPUR, DIST LAKHIMPUR, (ASSAM)",,,Asom Gana Parishad Pragtisheel
UTTARA KALITA,http://myneta.info/assam2006/candidate.php?candidate_id=121,Kamalpur,INC,0,10th Pass,2400101,0,2400101,56,GEN,NA,NA,,false,false,Female,,,,,,Assam,2006,true,LATE BENUDHAR  KALITA,50,"VILL. SINGRA,PO. HENGULEE, PS. KAMALPUR, DIST. KAMRUP",,,Indian National Congress
WAZED ALI CHOUDHURY,http://myneta.info/assam2006/candidate.php?candidate_id=54,Salmara South,INC,0,Graduate,3095724,206536,2889188,22,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Abul Kashem,44,"P.S. -Salmara South, District - Dhubri",,,Indian National Congress
ZABED ISLAM,http://myneta.info/assam2006/candidate.php?candidate_id=52,Mankachar,INC,0,Graduate,857666,0,857666,21,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Zaheru  Islam,37,District - Bongaigaon,,,Indian National Congress
ZOII NATH SARMAH,http://myneta.info/assam2006/candidate.php?candidate_id=42,Sipajhar,AGP,0,Doctorate,9465781,0,9465781,66,GEN,NA,NA,,true,false,Male,,,,,,Assam,2006,false,Late Padma Nath Sarmah,50,"Village - Dariapara, P.O. Rangamati, District - Darrang",,,Asom Gana Parishad
