candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,party_eci
OMPRAKASH,http://myneta.info/2008mp/candidate.php?candidate_id=1644,Dabra,IND,0,10th Pass,2965000,0,2965000,19,SC,GWALIOR,GIRD ZONE,,FALSE,FALSE,Male,Independent
OMPRAKASH BALPANDE,http://myneta.info/2008mp/candidate.php?candidate_id=2832,Saunsar,IND,0,8th Pass,392000,0,392000,125,GEN,CHHINDWARA,SATPURA PLATEAU,,FALSE,FALSE,Male,Independent
OMPRAKASH DHURVE,http://myneta.info/2008mp/candidate.php?candidate_id=141,Dindori,BJP,2,10th Pass,3950000,2595113,1354887,104,ST,DINDORI,NOTHERN HILLS ZONE OF CHHATTISGARH,,TRUE,TRUE,Male,Bharatiya Janata Party
OMPRAKASH MEHAR,http://myneta.info/2008mp/candidate.php?candidate_id=2610,Pipariya,IND,0,10th Pass,1045000,0,1045000,139,SC,HOSHANGABAD,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Male,Independent
OMPRAKASH PATIDAR (RUPPURA),http://myneta.info/2008mp/candidate.php?candidate_id=975,Jawad,BJSH,1,8th Pass,15904373,545785,15358588,230,GEN,NEEMUCH,MALWA PLATEAU,,TRUE,FALSE,Male,Bharatiya Jan Shakti
OMPRAKASH SAHU,http://myneta.info/2008mp/candidate.php?candidate_id=1850,Gwalior East,PSJP,0,12th Pass,310000,20000,290000,16,GEN,GWALIOR,GIRD ZONE,,FALSE,FALSE,Male,PSJP
OMPRAKASH VIRENDRA KUMAR SAKLECHA,http://myneta.info/2008mp/candidate.php?candidate_id=281,Jawad,BJP,0,Graduate,18603993,1736238,16867755,230,GEN,NEEMUCH,MALWA PLATEAU,,TRUE,FALSE,Male,Bharatiya Janata Party
ONKAR GAUTAM (SIR),http://myneta.info/2008mp/candidate.php?candidate_id=3027,Sirmour,IND,0,12th Pass,879500,0,879500,68,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
ONKAR SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=1638,Churhat,IND,0,Not Given,93500,360000,-266500,76,GEN,SIDHI,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
P. M. BADSHA,http://myneta.info/2008mp/candidate.php?candidate_id=1685,Deori,IND,0,8th Pass,1878000,50000,1828000,38,GEN,SAGAR,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
P. RAM MILAN DWIVEDI,http://myneta.info/2008mp/candidate.php?candidate_id=3028,Sirmour,IND,0,Graduate Professional,8280617,23876,8256741,68,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
PAHALWAN SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=1386,Bamori,RPI(A),0,5th Pass,376000,0,376000,28,GEN,GUNA,GIRD ZONE,,FALSE,FALSE,Male,Republican Party of India (A)
PAHALWAN SINGH PAL,http://myneta.info/2008mp/candidate.php?candidate_id=673,Ater,BJSH,0,Graduate Professional,3112000,0,3112000,9,GEN,BHIND,GIRD ZONE,,TRUE,FALSE,Male,Bharatiya Jan Shakti
PALTU KOL,http://myneta.info/2008mp/candidate.php?candidate_id=2330,Manpur,IND,0,Literate,2560000,0,2560000,90,ST,UMARIA,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Independent
"PALTU RAM PATEL ""P.R.P""",http://myneta.info/2008mp/candidate.php?candidate_id=2737,Rehli,IND,3,Others,2880000,9000,2871000,39,GEN,SAGAR,VINDHYAN PLEATEAU,,FALSE,TRUE,Male,Independent
PALTURAM AHIRWAR,http://myneta.info/2008mp/candidate.php?candidate_id=710,Mungaoli,IND,0,Literate,533000,35380,497620,34,GEN,ASHOK NAGAR,GIRD ZONE,,FALSE,FALSE,Male,Independent
PAN SINGH CHHABAI,http://myneta.info/2008mp/candidate.php?candidate_id=3066,Sumawali,IVD,1,Post Graduate,0,0,0,5,GEN,MORENA,GIRD ZONE,,FALSE,TRUE,Male,IVD
PAN. RAMESH DUBEY,http://myneta.info/2008mp/candidate.php?candidate_id=92,Churai,BJP,1,12th Pass,13809890,2451147,11358743,124,GEN,CHHINDWARA,SATPURA PLATEAU,,TRUE,FALSE,Male,Bharatiya Janata Party
PANCHILAL MEDA,http://myneta.info/2008mp/candidate.php?candidate_id=133,Dharampuri,INC,1,12th Pass,1105457,158069,947388,200,ST,DHAR,MALWA PLATEAU,,FALSE,TRUE,Male,Indian National Congress
PANCHU RAM,http://myneta.info/2008mp/candidate.php?candidate_id=2152,Kolaras,IND,0,5th Pass,530500,40000,490500,27,GEN,SHIVPURI,GIRD ZONE,,FALSE,FALSE,Male,Independent
PANDIT ASHISH JYOTISHI,http://myneta.info/2008mp/candidate.php?candidate_id=1039,Sagar,BSP,2,Not Given,2750000,0,2750000,41,GEN,SAGAR,VINDHYAN PLEATEAU,,TRUE,TRUE,Male,Bahujan Samaj Party
PANDIT DEEN DAYAL DHIMOLE,http://myneta.info/2008mp/candidate.php?candidate_id=969,Gadarwara,BSP,0,Graduate,7052033,40000,7012033,121,GEN,NARSINGHPUR,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Male,Bahujan Samaj Party
PANDIT HARICHARAN TIWARI,http://myneta.info/2008mp/candidate.php?candidate_id=302,Rajgarh,BJP,0,Graduate,15837000,1850000,13987000,162,GEN,RAJGARH,MALWA PLATEAU,,TRUE,FALSE,Male,Bharatiya Janata Party
PANDIT KRISHANA VIDHYASAGAR UPADHIYA,http://myneta.info/2008mp/candidate.php?candidate_id=606,Indore -1,BSP,0,8th Pass,550000,0,550000,204,GEN,INDORE,MALWA PLATEAU,,TRUE,FALSE,Male,Bahujan Samaj Party
PANDIT MADANLAL THAPAK ADVOCATE,http://myneta.info/2008mp/candidate.php?candidate_id=1906,Hoshangabad,SP,0,Post Graduate,21450000,250000,21200000,137,GEN,HOSHANGABAD,CENTRAL NARMADA VALLEY,,TRUE,FALSE,Male,Samajwadi Party
PANDIT MUKESH,http://myneta.info/2008mp/candidate.php?candidate_id=2565,Pawai,IND,0,Graduate,5000,0,5000,58,GEN,PANNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
PANDIT SINGH DHURWEY,http://myneta.info/2008mp/candidate.php?candidate_id=244,Bichhiya,BJP,0,Post Graduate,4645098,156000,4489098,105,ST,MANDLA,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Bharatiya Janata Party
PANDIT VINOD TRIPATHI,http://myneta.info/2008mp/candidate.php?candidate_id=3134,Udaipura,BSP,0,Not Given,871014,0,871014,140,GEN,RAISEN,VINDHYAN PLEATEAU,,TRUE,FALSE,Male,Bahujan Samaj Party
PANDIT VISHWA BHUSHAN,http://myneta.info/2008mp/candidate.php?candidate_id=1767,Gadarwara,PRBP,0,Post Graduate,10300,0,10300,121,GEN,NARSINGHPUR,CENTRAL NARMADA VALLEY,,TRUE,FALSE,Male,Peoples Republican Party
PANKAJ,http://myneta.info/2008mp/candidate.php?candidate_id=2197,Lahar,IND,0,Graduate,210000,0,210000,11,GEN,BHIND,GIRD ZONE,,FALSE,FALSE,Male,Independent
PANKAJ DUWEDI,http://myneta.info/2008mp/candidate.php?candidate_id=3107,Tikamgarh,IND,0,Post Graduate,120000,0,120000,43,GEN,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
PANKAJ JAIN,http://myneta.info/2008mp/candidate.php?candidate_id=1663,Damoh,IND,0,10th Pass,223000,0,223000,55,GEN,DAMOH,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
PANNA,http://myneta.info/2008mp/candidate.php?candidate_id=2112,Khargapur,IND,0,5th Pass,1040000,0,1040000,47,GEN,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
PANNA BAI PRAJAPATI,http://myneta.info/2008mp/candidate.php?candidate_id=327,Mangawan,BJP,0,Literate,1226000,0,1226000,73,SC,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Female,Bharatiya Janata Party
PANNALAL,http://myneta.info/2008mp/candidate.php?candidate_id=1815,Guna,IND,0,8th Pass,1500,0,1500,29,SC,GUNA,GIRD ZONE,,FALSE,FALSE,Male,Independent
PANNALAL,http://myneta.info/2008mp/candidate.php?candidate_id=1291,Ambah,IND,0,12th Pass,93000,0,93000,8,SC,MORENA,GIRD ZONE,,FALSE,FALSE,Male,Independent
PANNALAL HALDKAR,http://myneta.info/2008mp/candidate.php?candidate_id=2399,Murwara,RSMD,0,12th Pass,71000,0,71000,93,GEN,KATNI,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,RSMD
PANNU,http://myneta.info/2008mp/candidate.php?candidate_id=1198,Bandhavgarh,IND,0,Literate,209000,0,209000,89,ST,UMARIA,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Independent
PAPENDRA SINGH RAJE,http://myneta.info/2008mp/candidate.php?candidate_id=1488,Bhitarwar,IND,0,Graduate,1385000,0,1385000,18,GEN,GWALIOR,GIRD ZONE,,FALSE,FALSE,Male,Independent
PARAM LAL PATEL,http://myneta.info/2008mp/candidate.php?candidate_id=2700,Rajnagar,AD,0,Graduate,2385000,0,2385000,50,GEN,CHHATARPUR,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Apna Dal
PARAMLAL AHIRWAR,http://myneta.info/2008mp/candidate.php?candidate_id=1566,Chanderi,IND,0,Post Graduate,93000,0,93000,33,GEN,ASHOK NAGAR,GIRD ZONE,,FALSE,FALSE,Male,Independent
PARAS DADA,http://myneta.info/2008mp/candidate.php?candidate_id=309,Ratlam City,IND,0,Post Graduate,945000,0,945000,220,GEN,RATLAM,MALWA PLATEAU,,TRUE,FALSE,Male,Independent
PARAS JAIN,http://myneta.info/2008mp/candidate.php?candidate_id=441,Ujjain Uttar,BJP,0,Graduate,14199473,693820,13505653,216,GEN,UJJAIN,MALWA PLATEAU,,TRUE,FALSE,Male,Bharatiya Janata Party
PARAS JAIN,http://myneta.info/2008mp/candidate.php?candidate_id=2372,Morena,IND,0,10th Pass,10600,0,10600,6,GEN,MORENA,GIRD ZONE,,FALSE,FALSE,Male,Independent
PARAS RAM MUDGAL,http://myneta.info/2008mp/candidate.php?candidate_id=263,Morena,BSP,1,Graduate Professional,4653341,0,4653341,6,GEN,MORENA,GIRD ZONE,,FALSE,TRUE,Male,Bahujan Samaj Party
PARASRAM,http://myneta.info/2008mp/candidate.php?candidate_id=2613,Pohari,IND,0,5th Pass,15000,0,15000,24,GEN,SHIVPURI,GIRD ZONE,,FALSE,FALSE,Male,Independent
PARASRAM SANODIYA,http://myneta.info/2008mp/candidate.php?candidate_id=2869,Seoni,BJSH,0,12th Pass,2812000,45525,2766475,115,GEN,SEONI,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Bharatiya Jan Shakti
PARASRAM YADAV,http://myneta.info/2008mp/candidate.php?candidate_id=2072,Kasrawad,IND,0,Literate,541000,0,541000,184,GEN,KHARGONE,NIMAR VALLEY,,FALSE,FALSE,Male,Independent
PARASURAM SHARMA,http://myneta.info/2008mp/candidate.php?candidate_id=1856,Gwalior East,IND,0,Not Given,155000,0,155000,16,GEN,GWALIOR,GIRD ZONE,,FALSE,FALSE,Male,Independent
PARBATA KEWAT,http://myneta.info/2008mp/candidate.php?candidate_id=2640,Prithvipur,IND,0,12th Pass,38000,0,38000,45,GEN,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
PARITOSH,http://myneta.info/2008mp/candidate.php?candidate_id=1050,Nagod,BJSH,0,12th Pass,2395000,0,2395000,64,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Bharatiya Jan Shakti
PARMANAND PATIDAR,http://myneta.info/2008mp/candidate.php?candidate_id=944,Mandsour,IND,0,Graduate,468000,0,468000,224,GEN,MANDSAUR,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
PARMESHWAR DAS ALIAS TAT MAHARAJ BAIRAGI,http://myneta.info/2008mp/candidate.php?candidate_id=575,Suwasra,IND,0,Literate,1156000,42000,1114000,226,GEN,MANDSAUR,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
PARSADI LAL,http://myneta.info/2008mp/candidate.php?candidate_id=2308,Mandla,LJP,0,5th Pass,219000,0,219000,107,ST,MANDLA,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Lok Janshakti Party
PARSADI LAL,http://myneta.info/2008mp/candidate.php?candidate_id=2612,Pohari,IND,0,Literate,996950,50000,946950,24,GEN,SHIVPURI,GIRD ZONE,,FALSE,FALSE,Male,Independent
PARSHOTTAM KORI,http://myneta.info/2008mp/candidate.php?candidate_id=801,Hatta,BJSH,0,12th Pass,2745351,0,2745351,57,SC,DAMOH,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Bharatiya Jan Shakti
PARWATI,http://myneta.info/2008mp/candidate.php?candidate_id=2712,Rampur-Baghelan,GGP,0,5th Pass,293107,0,293107,67,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Female,Gondvana Gantantra Party
PARWATI,http://myneta.info/2008mp/candidate.php?candidate_id=3026,Sirmour,IND,0,Not Given,500000,300000,200000,68,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Female,Independent
PATEERAM AHIRWAR,http://myneta.info/2008mp/candidate.php?candidate_id=2783,Sanchi,IND,0,Literate,50000,0,50000,142,SC,RAISEN,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
PATEL GHEESALAL,http://myneta.info/2008mp/candidate.php?candidate_id=2695,Rajgarh,IND,0,Illiterate,490000,0,490000,162,GEN,RAJGARH,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
PATEL HARI SINGH/PURJI,http://myneta.info/2008mp/candidate.php?candidate_id=2685,Rajgarh,IND,0,Illiterate,600000,60000,540000,162,GEN,RAJGARH,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
PATEL HARIRAM,http://myneta.info/2008mp/candidate.php?candidate_id=1587,Chhatarpur,IND,0,12th Pass,2090093,15000,2075093,51,GEN,CHHATARPUR,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
PATIRAJ SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=490,Chitrangi,BSP,0,Not Given,12913991,0,12913991,79,ST,SINGRAULI,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Bahujan Samaj Party
PATIRAM PANDRO,http://myneta.info/2008mp/candidate.php?candidate_id=246,Niwas,INC,0,12th Pass,1254553,0,1254553,106,ST,MANDLA,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Indian National Congress
PAVESINGH KALSINGH PARGI,http://myneta.info/2008mp/candidate.php?candidate_id=210,Jhabua,BJP,0,10th Pass,5289488,800000,4489488,193,ST,JHABUA,JHABUA HILLS,,FALSE,FALSE,Male,Bharatiya Janata Party
PAWAN,http://myneta.info/2008mp/candidate.php?candidate_id=2651,Prithvipur,IND,0,Graduate,0,0,0,45,GEN,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
PD.BRIJESH TRIPATHI,http://myneta.info/2008mp/candidate.php?candidate_id=2809,Satna,IND,0,Graduate,10270000,605200,9664800,63,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Independent
PD.DHRAMESH CHATURVEDI,http://myneta.info/2008mp/candidate.php?candidate_id=522,Satna,BSP,2,Graduate,4928000,3024000,1904000,63,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,TRUE,Male,Bahujan Samaj Party
PERMANAND SHARMA,http://myneta.info/2008mp/candidate.php?candidate_id=3031,Sirmour,IND,0,Others,661750,0,661750,68,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
PHOOL CHAND VERMA,http://myneta.info/2008mp/candidate.php?candidate_id=116,Sonkatch,BJP,0,Graduate,10070069,1240000,8830069,170,SC,DEWAS,MALWA PLATEAU,,TRUE,FALSE,Male,Bharatiya Janata Party
PHOOL KUNWAR MALVIYA,http://myneta.info/2008mp/candidate.php?candidate_id=1311,Ashta,IND,0,5th Pass,125000,0,125000,157,SC,SEHORE,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
PHOOL SINGH AHIRWAR,http://myneta.info/2008mp/candidate.php?candidate_id=2421,Narela,IND,0,5th Pass,199500,0,199500,151,GEN,BHOPAL,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
PHOOL SINGH BARAIYA,http://myneta.info/2008mp/candidate.php?candidate_id=112,Bhander,LJP,1,Graduate Professional,4531650,3100000,1431650,21,SC,DATIA,BUNDELKHAND ZONE,,TRUE,TRUE,Male,Lok Janshakti Party
PHOOL SINGH DHURWEY,http://myneta.info/2008mp/candidate.php?candidate_id=1524,Bichhiya,IND,1,Graduate,543184,142990,400194,105,ST,MANDLA,NOTHERN HILLS ZONE OF CHHATTISGARH,,TRUE,TRUE,Male,Independent
PHOOL SINGH MARAVI,http://myneta.info/2008mp/candidate.php?candidate_id=3167,Vijayraghogarh,IND,0,Not Given,20000,0,20000,92,GEN,KATNI,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Independent
PHOOL SINGH SEMARIA,http://myneta.info/2008mp/candidate.php?candidate_id=2926,Shamshabad,IND,0,8th Pass,439000,0,439000,148,GEN,VIDISHA,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
PHOOLCHAND VERMA,http://myneta.info/2008mp/candidate.php?candidate_id=810,Sonkatch,IND,0,Graduate Professional,2085000,0,2085000,170,SC,DEWAS,MALWA PLATEAU,,TRUE,FALSE,Male,Independent
PHOOLSINGH BARAIYA,http://myneta.info/2008mp/candidate.php?candidate_id=855,Dabra,LJP,1,Graduate,4531650,3100000,1431650,19,SC,GWALIOR,GIRD ZONE,,TRUE,TRUE,Male,Lok Janshakti Party
PHOOLSINGH BARKADE,http://myneta.info/2008mp/candidate.php?candidate_id=1430,Barwara,AIC,0,8th Pass,110000,0,110000,91,ST,KATNI,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,AIC
PHOOLSINGH GORDHAN,http://myneta.info/2008mp/candidate.php?candidate_id=827,Dharampuri,IND,0,Not Given,1000,0,1000,200,ST,DHAR,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
PHUNDAR CHOUDHARY,http://myneta.info/2008mp/candidate.php?candidate_id=558,Gunnaor,INC,0,Graduate,1281000,135000,1146000,59,SC,PANNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Indian National Congress
PHUNDELAL SINGH MARKO,http://myneta.info/2008mp/candidate.php?candidate_id=10,Pushprajgarh,INC,0,Post Graduate,2601692,23000,2578692,88,ST,ANUPPUR,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Indian National Congress
PITAI MASRAM,http://myneta.info/2008mp/candidate.php?candidate_id=2221,Lakhnadon,IND,0,10th Pass,359000,0,359000,117,ST,SEONI,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
PITAMLAL LILHARE,http://myneta.info/2008mp/candidate.php?candidate_id=1363,Balaghat,IND,0,5th Pass,1415000,84000,1331000,111,GEN,BALAGHAT,CHHATTISGARH PLAINS,,FALSE,FALSE,Male,Independent
PITRAM UIKE,http://myneta.info/2008mp/candidate.php?candidate_id=1628,Churai,IND,0,Illiterate,1295000,200000,1095000,124,GEN,CHHINDWARA,SATPURA PLATEAU,,FALSE,FALSE,Male,Independent
POONAM SINGH BHARWE,http://myneta.info/2008mp/candidate.php?candidate_id=970,Gadarwara,GGP,0,12th Pass,5100000,0,5100000,121,GEN,NARSINGHPUR,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Male,Gondvana Gantantra Party
POORAN LAL,http://myneta.info/2008mp/candidate.php?candidate_id=2457,Niwari,IND,0,Not Given,55000,0,55000,46,GEN,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
POORAN LODHI,http://myneta.info/2008mp/candidate.php?candidate_id=2117,Khargapur,IND,0,5th Pass,1067000,0,1067000,47,GEN,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
POOSU SINGH UIKEY,http://myneta.info/2008mp/candidate.php?candidate_id=2478,Niwas,IND,0,Graduate,25000,0,25000,106,ST,MANDLA,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Independent
PRABHA SANKAR MISHRA,http://myneta.info/2008mp/candidate.php?candidate_id=2256,Maihar,GMS,1,Post Graduate,5903298,0,5903298,65,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,TRUE,Male,Gondwana Mukti Sena
PRABHAKAR UIKEY,http://myneta.info/2008mp/candidate.php?candidate_id=793,Pandhurna,BSP,0,12th Pass,1207000,80000,1127000,128,ST,CHHINDWARA,SATPURA PLATEAU,,FALSE,FALSE,Male,Bahujan Samaj Party
PRABHUDAYAL,http://myneta.info/2008mp/candidate.php?candidate_id=2557,Pathariya,IND,0,5th Pass,2280000,135000,2145000,54,GEN,DAMOH,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
PRABHUDAYAL AHIRWAR,http://myneta.info/2008mp/candidate.php?candidate_id=1900,Hatta,PRBP,0,5th Pass,430000,0,430000,57,SC,DAMOH,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Peoples Republican Party
PRABHUDAYAL GEHLOT,http://myneta.info/2008mp/candidate.php?candidate_id=311,Sailana,INC,0,Post Graduate,2368520,37670,2330850,221,ST,RATLAM,MALWA PLATEAU,,FALSE,FALSE,Male,Indian National Congress
PRABHULAL NINAMA,http://myneta.info/2008mp/candidate.php?candidate_id=2777,Sailana,LJP,0,Post Graduate,140000,0,140000,221,ST,RATLAM,MALWA PLATEAU,,FALSE,FALSE,Male,Lok Janshakti Party
PRABHUSINGH PATEL,http://myneta.info/2008mp/candidate.php?candidate_id=822,Gandhwani,IND,0,12th Pass,300000,0,300000,197,ST,DHAR,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
PRADEEP,http://myneta.info/2008mp/candidate.php?candidate_id=1593,Chhatarpur,IND,0,8th Pass,200000,0,200000,51,GEN,CHHATARPUR,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
PRADEEP AGRAWAL,http://myneta.info/2008mp/candidate.php?candidate_id=110,Sewda,BJP,0,Graduate,5348771,0,5348771,20,GEN,DATIA,BUNDELKHAND ZONE,,TRUE,FALSE,Male,Bharatiya Janata Party
PRADEEP AMRITLAL JAISWAL (GUDDA),http://myneta.info/2008mp/candidate.php?candidate_id=33,Waraseoni,INC,1,10th Pass,18123809,1800000,16323809,112,GEN,BALAGHAT,CHHATTISGARH PLAINS,,TRUE,TRUE,Male,Indian National Congress
PRADEEP PANDEY,http://myneta.info/2008mp/candidate.php?candidate_id=3032,Sirmour,JD(U),0,Graduate,29380,0,29380,68,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Janata Dal (United)
PRADEEP R.B.,http://myneta.info/2008mp/candidate.php?candidate_id=1809,Guna,IND,0,Post Graduate,11000,0,11000,29,SC,GUNA,GIRD ZONE,,FALSE,FALSE,Male,Independent
PRADEEP RAWALDAS,http://myneta.info/2008mp/candidate.php?candidate_id=851,Gwalior South,BJSH,0,10th Pass,526273,0,526273,17,GEN,GWALIOR,GIRD ZONE,,TRUE,FALSE,Male,Bharatiya Jan Shakti
PRADEEP SHRIVASTAVA,http://myneta.info/2008mp/candidate.php?candidate_id=670,Bhopal Madhya,BJSH,0,12th Pass,17750603,300000,17450603,153,GEN,BHOPAL,VINDHYAN PLEATEAU,,TRUE,FALSE,Male,Bharatiya Jan Shakti
PRADEEP SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=1315,Ater,IND,0,Graduate,260000,0,260000,9,GEN,BHIND,GIRD ZONE,,FALSE,FALSE,Male,Independent
PRADEEP TRIPATHI (DADLU),http://myneta.info/2008mp/candidate.php?candidate_id=2852,Semariya,IND,0,12th Pass,779000,0,779000,69,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
PRADIP KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=2446,Neemuch,SHS,0,Not Given,50000,0,50000,229,GEN,NEEMUCH,MALWA PLATEAU,,FALSE,FALSE,Male,Shivsena
PRADYUMN SINGH TOMAR,http://myneta.info/2008mp/candidate.php?candidate_id=153,Gwalior,INC,1,Graduate,1502823,194877,1307946,15,GEN,GWALIOR,GIRD ZONE,,TRUE,FALSE,Male,Indian National Congress
PRAFULLA YAJURVEDI (ADVOCATE),http://myneta.info/2008mp/candidate.php?candidate_id=943,Mandsour,BJSH,0,Graduate Professional,20640351,0,20640351,224,GEN,MANDSAUR,MALWA PLATEAU,,TRUE,FALSE,Male,Bharatiya Jan Shakti
PRAGENDRA SINGH BAGRI,http://myneta.info/2008mp/candidate.php?candidate_id=521,Raigaon,INC,0,Post Graduate,539231,380467,158764,62,SC,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Indian National Congress
PRAHALAD ADIVASHI,http://myneta.info/2008mp/candidate.php?candidate_id=2949,Shivpuri,LSWP,0,8th Pass,97000,0,97000,25,GEN,SHIVPURI,GIRD ZONE,,FALSE,FALSE,Male,Loktantrik Samajwadi Party
PRAHALAD ADIWASI,http://myneta.info/2008mp/candidate.php?candidate_id=2148,Kolaras,IND,0,5th Pass,25000,0,25000,27,GEN,SHIVPURI,GIRD ZONE,,FALSE,FALSE,Male,Independent
PRAHALAD BAIGA,http://myneta.info/2008mp/candidate.php?candidate_id=2331,Manpur,GMS,0,10th Pass,102904,10000,92904,90,ST,UMARIA,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Gondwana Mukti Sena
PRAHALAD SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=1650,Dabra,SP,1,Not Given,2184000,0,2184000,19,SC,GWALIOR,GIRD ZONE,,FALSE,TRUE,Male,Samajwadi Party
PRAHALAD SINGH RATHOR (P.S. RATHOR),http://myneta.info/2008mp/candidate.php?candidate_id=2371,Morena,IND,1,Post Graduate,852154,0,852154,6,GEN,MORENA,GIRD ZONE,,FALSE,FALSE,Male,Independent
PRAHLAD BHARTI,http://myneta.info/2008mp/candidate.php?candidate_id=401,Pohari,BJP,0,Post Graduate,4432235,237242,4194993,24,GEN,SHIVPURI,GIRD ZONE,,FALSE,FALSE,Male,Bharatiya Janata Party
PRAHLAD SINGH GOND,http://myneta.info/2008mp/candidate.php?candidate_id=1429,Barwara,AIFB,0,12th Pass,770000,0,770000,91,ST,KATNI,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,All India Forward Bloc
PRAKASH CHAND JAIN,http://myneta.info/2008mp/candidate.php?candidate_id=2769,Sagar,IND,0,12th Pass,1247227,0,1247227,41,GEN,SAGAR,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
PRAKASH CHHUTTANI RELUMAL CHHUTTANI,http://myneta.info/2008mp/candidate.php?candidate_id=1185,Lanji,IND,0,10th Pass,70000,0,70000,109,GEN,BALAGHAT,CHHATTISGARH PLAINS,,FALSE,FALSE,Male,Independent
